gx,gy,gz,acx,acy,acz
-2.08,29.36,14.59,-0.03,-0.93,0.55
-4.03,14.1,3.72,0.09,-0.87,0.45
-0.37,0.18,-9.77,0.07,-0.92,0.41
1.1,2.5,-3.05,0.09,-0.9,0.4
4.33,-1.77,1.53,0.08,-0.9,0.41
2.44,0.06,2.44,0.07,-0.9,0.43
-0.31,3.17,-0.24,0.07,-0.9,0.42
0.98,4.88,0.12,0.09,-0.89,0.4
2.75,5.49,3.42,0.09,-0.91,0.41
3.42,3.17,5.37,0.09,-0.9,0.42
2.32,2.14,3.3,0.09,-0.91,0.42
1.53,0.37,0.67,0.1,-0.9,0.4
0.43,3.05,-3.42,0.12,-0.91,0.38
0.06,5.49,-4.52,0.12,-0.92,0.37
0.49,6.9,-2.32,0.12,-0.91,0.37
2.26,7.26,0.67,0.12,-0.91,0.37
3.85,3.36,0.55,0.12,-0.9,0.37
3.72,3.42,4.03,0.12,-0.91,0.38
1.95,4.7,5.86,0.12,-0.93,0.39
-0.73,4.15,5.68,0.13,-0.94,0.4
-1.1,-4.33,8.3,0.13,-0.92,0.42
-4.58,31.49,37.23,0.09,-0.72,0.4
7.93,47.18,33.14,0.29,-0.69,0.37
-188.66,-68.3,56.76,0.27,-2.37,1.32
-243.1,-94.18,192.75,1,-0.97,0.65
-1.65,-211.85,-131.35,0.29,-0.56,0.2
172.73,129.88,94.3,3.03,-1.37,3.27
82.7,32.71,0.12,0,-0.66,0.88
32.17,-5.13,-27.89,0.46,-0.39,0.83
3.36,-12.76,-20.94,0.22,-0.35,0.89
-10.07,12.27,-18.49,0.3,-0.38,0.9
25.51,-49.19,-45.1,0.22,-0.41,0.95
31.56,29.66,-23.25,0.08,-0.76,0.59
20.57,50.66,51.94,0.4,-0.51,0.53
68.05,75.07,32.65,0.39,-0.73,0.57
57.86,-102.42,-5.92,0.17,-0.86,0.73
37.9,-27.95,-25.76,0.13,-0.67,0.73
54.93,-48.52,-56.15,0.09,-0.66,0.79
22.58,-131.41,-20.45,-0.03,-0.79,0.66
-9.52,-56.52,43.33,-0.06,-0.76,0.48
-8.36,5.68,28.08,0.15,-0.85,0.46
-22.83,-43.21,46.88,0,-1.07,0.31
-28.02,32.71,33.87,0.07,-0.72,0.3
9.95,4.27,-9.09,0.1,-0.9,0.4
37.05,-57.86,-20.39,0.06,-0.98,0.59
1.16,17.33,3.91,-0.09,-0.88,0.51
-18.07,57.92,-4.27,0.08,-0.91,0.47
-9.52,4.52,-3.36,0.08,-0.87,0.42
2.93,-5.37,-4.64,0.07,-0.87,0.43
10.93,-9.22,3.66,0.07,-0.89,0.47
9.09,-15.75,8.12,0.05,-0.88,0.48
3.42,0.18,3.23,0.05,-0.9,0.46
0.12,-15.32,-1.04,0.02,-0.96,0.47
-8.79,-5.43,-12.63,0.08,-0.86,0.4
-19.53,-4.7,-34.85,0.08,-0.9,0.36
-14.95,80.26,-23.93,0.09,-0.87,0.31
24.17,24.35,25.57,0.19,-0.91,0.43
11.11,-26.86,22.89,0.01,-0.9,0.53
-2.69,-2.87,16.78,0.02,-0.87,0.54
-8,-6.04,-12.82,0.05,-0.89,0.46
-5.31,-3.66,-11.17,0.07,-0.88,0.41
1.77,4.15,-4.52,0.1,-0.87,0.42
5.68,1.59,2.08,0.08,-0.88,0.46
3.05,2.99,10.13,0.06,-0.89,0.47
1.89,0.61,6.29,0.05,-0.87,0.47
1.4,2.01,-0.24,0.06,-0.88,0.46
1.59,1.53,-2.2,0.07,-0.88,0.44
2.69,2.69,-0.98,0.08,-0.88,0.44
2.93,7.57,-0.12,0.08,-0.88,0.44
2.75,7.2,-0.55,0.09,-0.89,0.43
3.48,4.82,0.12,0.1,-0.9,0.43
3.05,2.69,0.24,0.1,-0.9,0.42
1.1,4.7,-1.59,0.1,-0.9,0.41
-0.49,4.09,-2.81,0.11,-0.91,0.39
-0.18,15.32,3.23,0.11,-0.92,0.38
1.22,-0.37,12.21,0.15,-0.97,0.5
-17.94,12.7,31.37,0.11,-0.92,0.65
-61.34,82.03,52.8,0.45,-0.9,0.83
-234.56,-149.29,141.17,0.75,-1.31,1.5
-320.86,220.4,-48.46,-0.42,0.5,-0.06
222.84,-123.11,-80.99,4,-4,3.88
32.65,100.52,-2.44,0.16,-1.29,0.88
63.84,-23.8,26.31,0.37,-0.26,0.76
22.77,-0.37,-6.59,0.26,-0.41,0.84
1.4,1.28,-24.6,0.26,-0.47,0.84
-1.95,-8.91,-21.91,0.25,-0.49,0.86
-1.46,-39.25,-44.43,0.3,-0.49,0.96
-8.42,130.68,23.44,0.1,-0.88,0.18
-3.91,119.51,85.51,0.29,-0.51,0.59
72.81,18.8,3.05,0.53,-0.35,0.71
92.1,-62.62,3.54,0.53,-0.46,0.75
41.69,-62.32,-32.71,0.12,-0.45,0.53
29.17,33.14,-60.55,0.28,-1.25,0.47
13.92,7.75,-33.81,0.21,-1.08,0.34
16.24,90.88,-67.38,0.21,-0.89,0.31
-31.13,86.43,-178.65,0.21,-1.11,0.24
-36.99,210.57,-144.53,0.14,-0.78,0.09
38.02,138.06,-68.54,0.52,-1.03,0.34
39.67,-105.47,1.89,-0.12,-0.78,0.76
-5.13,97.29,27.04,-0.2,-0.86,0.7
-30.88,51.09,-3.6,0.03,-0.84,0.55
-19.9,27.47,-3.23,-0.02,-0.81,0.37
11.05,19.71,10.74,0.01,-0.83,0.4
33.45,-12.76,-4.21,0.04,-0.94,0.41
36.07,-3.17,-13.43,0.04,-0.87,0.39
37.11,-2.81,-27.4,0.14,-0.95,0.44
10.56,-28.44,-4.46,0.09,-1.06,0.43
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
