gx,gy,gz,acx,acy,acz
39.61,-30.03,-62.44,-0.01,-1.25,0.22
79.16,-66.96,-67.5,0.01,-0.63,0.4
58.47,-82.21,-102.05,-0.09,-1.02,0.43
35.46,106.75,-32.47,0.24,-0.84,0.41
23.74,-60.36,2.69,0.28,-1.37,0.63
-83.62,7.93,116.82,-0.08,-1.07,0.36
-110.23,76.29,117.55,0.08,-1.09,0.29
-48.03,54.87,90.58,0.03,-0.9,0.17
4.33,-21,-4.76,0.12,-0.77,0.24
98.02,-60.42,-147.71,0.1,-1,0.49
92.22,-110.96,-118.65,-0.12,-0.99,0.49
41.87,134.52,-102.6,-0.03,-0.93,0.45
27.16,-15.93,-30.58,0.45,-0.88,0.49
-45.65,-54.5,95.52,-0.14,-1.14,0.49
-85.02,76.35,171.63,0.05,-1.27,0.39
-80.02,2.08,92.77,0.12,-0.99,0.23
-32.04,0,57.01,0.06,-0.86,0.18
15.2,-42.18,-33.63,0.05,-0.88,0.21
110.11,-19.84,-130.19,0.13,-0.77,0.54
91.19,-141.78,-103.15,-0.05,-1.14,0.47
31.74,221.68,-40.71,0.05,-0.83,0.38
19.53,-6.65,-4.15,0.41,-0.89,0.47
-48.4,-81.73,52.73,-0.19,-1.03,0.44
-100.34,111.94,138.98,0.09,-1.37,0.41
-73.97,26.86,108.58,0.06,-0.86,0.18
2.56,-21.12,13.98,0.13,-0.8,0.25
82.7,-60.12,-124.76,0.06,-1.18,0.36
117.13,-139.65,-133.61,0.09,-0.97,0.54
54.75,-2.75,-83.98,-0.33,-0.98,0.42
23.07,230.04,-21.36,0.35,-0.83,0.39
22.16,-94.67,18.92,0.3,-1,0.5
-60,-90.52,71.9,-0.14,-1.16,0.49
-105.9,94.06,150.39,0.01,-1.36,0.37
-76.72,31.56,111.21,0.09,-0.86,0.15
-12.02,-10.74,41.99,0.1,-0.76,0.21
57.68,-29.66,-96.5,0.06,-1.02,0.31
110.9,-131.53,-160.22,0.09,-0.89,0.62
57.86,2.56,-96.01,-0.28,-1.04,0.4
22.58,227.54,-46.63,0.26,-0.79,0.37
25.02,-74.1,2.5,0.33,-0.94,0.47
-28.87,-65.37,87.65,-0.12,-1.3,0.52
-72.14,34.85,154.24,-0.01,-1.09,0.35
-78,9.64,78.67,0.1,-1.05,0.28
-43.15,13.73,39.18,0.07,-0.77,0.18
17.58,-31.31,-53.28,0.13,-0.78,0.3
105.16,-21.79,-141.6,0.1,-1.18,0.71
75.68,-124.27,-82.46,-0.12,-0.97,0.39
21.18,121.95,-47.79,-0.1,-0.8,0.4
34.3,62.44,-4.58,0.49,-0.66,0.4
21.85,-214.84,2.99,0.01,-1.49,0.72
-91.13,12.7,77.03,-0.18,-1.19,0.43
-111.69,108.64,152.53,0.15,-1.21,0.3
-72.94,7.14,111.63,0.02,-0.84,0.16
-4.46,15.01,22.77,-0.02,-0.54,0.12
138.12,43.09,-202.76,0.41,-1.42,0.64
126.53,-311.77,-128.42,-0.44,-1.22,0.34
51.27,292.79,-96.37,-0.04,-0.93,0.35
10.44,120.67,-56.7,0.61,-0.69,0.34
3.85,-259.34,-10.13,0.08,-1.35,0.63
-82.28,92.1,177.12,-0.1,-1.11,0.34
-83.44,84.53,180.24,0.18,-1.23,0.28
-53.04,2.87,75.5,0,-0.81,0.18
11.29,-44.01,-2.87,0.06,-0.71,0.22
114.93,-72.27,-158.45,0.26,-1.19,0.72
85.94,-150.82,-93.51,-0.32,-1.01,0.36
34.61,231.02,-80.87,0.03,-0.93,0.32
29.6,104.31,-61.16,0.67,-0.71,0.41
21.85,-284.73,0,-0.06,-1.37,0.62
-76.05,36.32,110.47,-0.1,-1.14,0.48
-99,-7.26,123.54,0.09,-1.16,0.22
-52.61,39.18,81.24,0.04,-0.76,0.15
25.21,-12.02,8.48,0.11,-0.69,0.2
128.66,-84.29,-173.71,0.28,-1.29,0.85
91.55,-47.18,-120.61,-0.42,-1.15,0.36
20.08,250.92,-87.65,0.1,-1,0.37
20.75,59.88,-73.24,0.61,-0.61,0.35
-17.52,-173.46,28.2,-0.36,-1.4,0.65
-102.54,101.75,201.66,0.11,-1.37,0.44
-90.33,26.06,161.99,0.15,-1.18,0.23
-46.26,7.93,94.6,0.04,-0.79,0.18
46.02,-48.34,-16.91,0.03,-0.73,0.29
161.25,-46.33,-213.93,0.12,-1.18,0.78
104.43,-76.17,-166.38,-0.31,-1.24,0.45
22.28,270.32,-93.02,0.05,-0.87,0.36
12.76,121.64,-33.39,0.57,-0.64,0.34
19.17,-167.91,43.15,0.11,-1.39,0.64
-45.17,-32.53,196.11,-0.06,-1.21,0.41
-93.81,13.61,191.41,0.03,-1.35,0.44
-77.21,16.66,103.52,-0.05,-0.92,0.24
-4.03,5.31,12.02,0.1,-0.69,0.24
100.59,-49.74,-150.39,0.02,-1.3,0.38
102.36,-158.39,-202.33,0.15,-1.14,0.65
40.47,92.04,-86.06,-0.33,-0.97,0.36
16.42,312.19,-17.46,0.49,-0.75,0.23
37.17,-123.23,-11.78,0.39,-0.77,0.45
-8.54,-132.63,67.75,-0.07,-1.39,0.55
-92.35,48.52,165.04,-0.09,-1.4,0.44
-102.78,64.94,159.79,0.06,-1.12,0.28
-45.17,71.9,80.14,-0.02,-0.74,0.16
27.4,-53.22,-37.23,0.1,-0.67,0.2
137.57,-89.42,-241.33,0.29,-1.31,0.71
98.14,-151.98,-125.24,-0.49,-1.15,0.42
25.57,279.91,-56.52,0.08,-0.89,0.34
8.79,151.37,-20.75,0.58,-0.58,0.27
36.5,-266.48,4.03,0.41,-1.35,0.49
-92.53,117.61,183.72,0.05,-1.28,0.42
-81.91,20.02,112,0.13,-0.98,0.19
-24.23,13.18,54.87,0.1,-0.7,0.16
50.48,-64.64,-58.47,0.14,-0.78,0.24
126.77,-159,-188.11,0.16,-1.03,0.77
27.28,131.9,-77.76,-0.14,-0.98,0.33
1.83,221.44,-40.53,0.55,-0.68,0.26
23.56,-247.07,-12.02,0.34,-1.12,0.43
-59.94,53.71,158.39,0.12,-1.16,0.36
-66.83,-27.89,105.41,0.15,-1.14,0.25
-56.09,-37.11,72.33,0.01,-0.82,0.15
-8,4.33,28.56,0.07,-0.69,0.23
117.25,-28.69,-124.08,0.29,-0.87,0.8
82.7,-134.7,-87.77,-0.38,-1.09,0.33
17.15,240.54,-60.61,-0.02,-0.91,0.43
16.78,42.11,-35.34,0.39,-0.68,0.38
35.1,-172.36,-44.74,0.12,-1.25,0.64
-37.17,-4.33,64.21,-0.16,-0.86,0.39
-57.43,95.52,107.91,0.2,-1.15,0.39
-41.56,-57.8,49.19,0.15,-0.99,0.18
20.51,-86.98,30.58,0.19,-0.82,0.32
52.12,-163.51,23.68,0.04,-1.37,0.56
5.74,-15.26,68.05,-0.11,-0.62,0.34
1.4,-33.2,-16.3,0.04,-1.02,0.38
18.68,-19.53,20.81,0.07,-0.82,0.33
28.81,-44.92,18.49,0,-0.88,0.4
39.18,-13.92,25.63,0.03,-0.92,0.45
59.08,-56.21,-14.65,0.28,-1,0.52
10.5,-183.23,-34,-0.01,-0.97,0.42
-45.96,-47.42,-36.19,0.05,-1.08,0.35
-81.12,-7.39,-4.64,0.19,-1.16,0.19
-63.84,-2.32,52.43,0.12,-0.96,0.15
-17.15,-7.63,83.19,0.26,-1.11,0.14
39.67,-93.2,147.4,0.12,-1.1,0.21
28.44,-143.13,173.22,0.04,-1.17,0.33
27.89,-115.66,151.79,-0.18,-0.93,0.55
47.79,-55.97,40.53,-0.15,-0.59,0.43
66.04,-119.38,-131.41,0.12,-1.21,0.57
-5.37,57.37,-57.43,0.01,-1.12,0.38
-47,62.74,-2.99,0.16,-0.91,0.22
29.97,-8.79,114.01,0.16,-0.95,0.21
24.84,-101.2,93.69,0.1,-1.02,0.34
-2.87,-41.75,59.88,-0.13,-0.92,0.4
-30.03,90.7,-38.94,-0.09,-0.93,0.43
-27.53,103.39,-91.55,0.03,-1.02,0.39
1.59,65.06,-118.16,0.15,-0.9,0.32
41.08,-15.01,-107.97,0.17,-0.95,0.43
51.7,-57.56,-60.91,0.09,-1.11,0.58
3.6,-10.25,51.57,0.05,-1.03,0.54
-62.26,-14.04,122.25,-0.01,-1.04,0.41
-93.99,-11.23,93.99,0.02,-1.16,0.31
-68.12,22.58,69.09,0.04,-0.88,0.19
-6.96,12.7,23.5,0.03,-1.1,0.26
67.44,0.49,-67.87,-0.06,-0.97,0.29
110.84,-27.83,-109.86,0.01,-0.97,0.32
59.94,49.87,-121.09,-0.02,-0.95,0.49
15.75,50.23,41.63,0.36,-1.24,0.59
-79.22,-90.82,146.12,-0.13,-1.09,0.39
-119.08,31.43,130.74,0.07,-1.23,0.31
-87.22,10.56,89.66,0.07,-0.84,0.12
-9.52,5.55,26.12,0.17,-0.94,0.16
55.97,-79.71,-62.44,0,-1.12,0.25
111.57,-123.66,-62.5,0,-0.91,0.59
50.17,-1.28,-51.88,-0.26,-0.77,0.46
11.17,149.84,-39.86,0.11,-0.89,0.41
15.32,55.11,-2.01,0.23,-0.94,0.48
-39,-54.87,60.06,-0.1,-0.82,0.38
-69.34,35.95,88.2,0.1,-1.06,0.3
-51.82,28.63,57.01,0.05,-0.77,0.2
10.38,26.92,11.29,0.17,-0.91,0.2
55.6,-106.2,-69.89,0.12,-1.38,0.36
33.39,-74.46,-40.65,-0.23,-0.78,0.51
-11.72,110.17,-34.42,-0.03,-0.78,0.3
-23.68,133.54,-55.54,0.17,-0.68,0.26
34.3,-0.12,-29.97,0.19,-0.77,0.38
59.39,-112.43,-19.84,0.27,-1.59,0.69
-28.63,-34.91,73.85,-0.15,-0.92,0.38
-77.94,20.57,88.56,0.08,-1.02,0.36
-51.94,53.71,43.27,0.11,-0.82,0.15
-3.91,-19.71,-4.03,0.12,-1.05,0.19
53.83,-12.21,-45.72,0.01,-1.19,0.38
54.5,-50.54,-20.57,-0.16,-0.8,0.34
23.13,41.38,-81.54,0,-0.78,0.34
25.76,55.11,-40.77,0.13,-0.75,0.4
-37.72,-81.97,45.53,-0.13,-0.97,0.42
-89.6,27.04,119.32,0.03,-1.2,0.35
-82.15,26.98,108.52,0.04,-0.83,0.21
-18.07,15.56,28.26,0.11,-0.82,0.16
56.46,-59.45,-68.85,0.02,-1.21,0.22
66.83,-116.46,-58.65,-0.14,-0.82,0.44
15.2,94.67,-64.39,-0.16,-0.88,0.32
13.61,143.55,-28.02,0.32,-0.77,0.34
62.07,-102.72,-42.24,0.36,-1.39,0.58
-42.54,-69.64,33.2,-0.31,-0.94,0.38
-88.68,85.57,111.08,0.11,-1.16,0.41
-70.62,42.66,84.23,0.11,-0.85,0.19
-21.36,-17.27,26.25,0.09,-0.95,0.22
36.56,-52.12,-30.88,0.02,-1.13,0.31
72.88,-98.14,-43.64,-0.02,-0.79,0.49
34.06,23.13,-65.43,-0.18,-0.81,0.37
7.51,140.44,-61.89,0.1,-0.89,0.42
19.9,26.67,-13.79,0.16,-0.78,0.4
13.73,-84.47,-1.95,0.1,-1.31,0.55
-43.09,-45.23,88.38,0,-1.07,0.39
-77.7,-1.89,72.75,-0.01,-0.93,0.25
-27.95,61.52,51.82,0.16,-0.96,0.17
11.72,-73.24,-2.5,0.08,-1.23,0.2
56.95,-27.53,-30.4,-0.01,-0.88,0.43
43.4,-52.8,-21,-0.13,-0.77,0.34
21.97,80.75,-78.8,0,-0.79,0.43
15.69,12.15,-36.87,0.08,-0.9,0.41
21.85,16.85,11.9,0.13,-1.26,0.52
-23.93,-31.13,27.1,0.03,-0.9,0.38
-67.69,-10.01,57.37,0,-1.1,0.31
-47.3,67.44,78.12,0.08,-0.83,0.22
-4.46,-31.92,33.57,0.1,-0.96,0.23
43.15,-61.34,-38.21,0,-1.2,0.33
45.17,-35.83,-37.66,-0.09,-0.74,0.42
10.68,46.02,-46.08,-0.08,-0.81,0.39
-7.93,116.39,-50.17,0.09,-0.82,0.31
20.45,62.38,-9.4,0.13,-0.83,0.36
47.18,-59.51,-41.26,0.28,-1.44,0.62
-13.92,-71.72,38.39,-0.1,-0.97,0.38
-70.62,18.31,60.85,-0.01,-0.98,0.32
-34.06,71.96,44.8,0.2,-0.87,0.19
1.89,-85.69,0.31,0.12,-1.16,0.27
26.25,-27.04,8.42,-0.09,-0.94,0.4
18.07,-11.84,15.81,-0.2,-0.74,0.39
6.53,79.41,-75.81,-0.01,-0.69,0.34
22.28,18.31,-69.27,0.05,-0.84,0.36
46.08,3.72,-42.6,0.2,-1.26,0.52
-13.79,-40.71,33.69,-0.07,-0.79,0.42
-59.63,50.35,96.92,0.06,-1.13,0.38
-54.2,36.01,86.18,0.09,-0.85,0.26
-3.3,-29.6,17.52,0.08,-1,0.27
32.04,-62.56,-60.12,-0.07,-1.1,0.37
43.21,-18.98,-77.94,-0.03,-0.77,0.45
11.96,26.37,-53.53,-0.08,-0.82,0.3
17.58,147.09,-39.25,0.16,-0.75,0.25
47.18,-15.14,-16.78,0.19,-0.71,0.46
17.64,-164.18,-6.53,0.03,-1.41,0.68
-73.3,18.62,102.78,-0.14,-1.19,0.4
-97.9,95.7,113.4,0.09,-0.9,0.26
-48.58,18.55,64.15,0.14,-0.92,0.19
2.62,-41.81,-14.1,0.03,-0.95,0.21
78.06,-3.6,-103.21,0.16,-0.77,0.5
72.75,-89.23,-92.47,-0.04,-1.02,0.38
37.17,102.23,-84.66,0,-0.92,0.44
27.04,2.01,-13.79,0.21,-0.77,0.43
17.64,-52.19,-3.17,0.16,-1.48,0.67
-60.18,-13.24,85.51,-0.04,-0.89,0.36
-93.87,15.01,115.78,0.07,-1.24,0.32
-79.47,15.38,89.72,0.03,-0.93,0.16
-26.55,26.49,50.29,0.08,-0.97,0.21
49.56,15.93,-64.27,0,-0.93,0.31
114.5,-73.36,-123.72,0.12,-0.84,0.52
71.72,-59.39,-126.22,-0.34,-1.01,0.55
25.88,177.19,-38.15,0.13,-0.9,0.36
22.64,20.94,-0.43,0.4,-0.96,0.46
-43.21,-150.94,57.68,-0.11,-1.01,0.44
-99.18,25.27,132.81,-0.07,-1.32,0.4
-99.43,63.6,102.11,0.11,-1.04,0.21
-43.46,14.34,71.53,0.09,-0.96,0.19
7.26,-56.21,-4.33,-0.02,-0.86,0.23
99.43,7.08,-126.89,0.08,-0.7,0.45
108.15,-127.08,-138.67,-0.02,-1.16,0.47
55.73,145.69,-99.85,-0.09,-0.91,0.47
20.39,-42.66,2.75,0.39,-1.11,0.54
-56.58,-62.87,96.74,-0.08,-1.1,0.43
-99.24,35.4,177.98,0.05,-1.5,0.42
-92.1,6.35,134.83,0.02,-0.96,0.18
-28.75,24.84,64.7,0.07,-0.79,0.21
60.85,-47.97,-97.35,0.05,-0.98,0.29
115.11,-73.24,-192.32,0.06,-1.02,0.51
67.69,-40.28,-129.88,-0.29,-1.08,0.43
35.58,231.32,-58.29,0.25,-0.84,0.35
29.72,-78.8,-4.21,0.32,-0.96,0.51
-47.12,-35.64,122.38,-0.11,-0.99,0.41
-78.61,40.16,161.44,0.11,-1.33,0.41
-75.2,-16.85,94.85,0.03,-0.94,0.19
-27.59,24.66,53.89,0.1,-0.94,0.2
30.76,-47,-40.89,0.02,-0.93,0.25
100.71,-76.78,-139.04,0.13,-0.86,0.57
77.94,-78.92,-107.48,-0.23,-1.07,0.38
34.12,218.63,-94.79,0.07,-0.86,0.41
23.56,-54.75,-16.85,0.29,-0.76,0.45
-63.72,-20.32,142.82,-0.07,-1.04,0.38
-92.04,8.85,133.85,0.12,-1.27,0.34
-61.71,1.89,86.79,0.02,-0.96,0.18
-3.05,5.43,18.19,0.06,-0.82,0.25
93.81,-10.07,-112.73,0.03,-1.13,0.46
107.73,-94.12,-138.37,-0.07,-0.93,0.45
45.53,129.64,-140.93,-0.16,-1,0.51
26.73,131.29,-19.47,0.31,-0.8,0.38
40.59,-58.9,50.42,0.19,-1.46,0.63
-29.85,-90.94,123.29,-0.02,-0.99,0.37
-78.55,-43.52,106.75,0.05,-1.18,0.35
-70.8,-12.63,44.68,0.04,-0.96,0.14
-14.59,44.49,14.77,0.1,-1.15,0.14
53.16,0.79,-42.11,0.02,-0.96,0.26
89.29,-53.71,-76.48,0.11,-0.93,0.55
49.44,26.31,-95.52,-0.27,-0.76,0.37
21.61,145.94,-83.92,0.25,-0.96,0.4
30.64,-27.04,-29.17,0.28,-1.14,0.5
-42.18,-84.29,60.3,0,-0.93,0.36
-105.65,21.61,141.85,-0.08,-1.33,0.35
-77.27,95.34,138.98,0.13,-0.89,0.18
-7.26,-29.66,44.01,0.17,-0.84,0.19
46.51,-115.36,-70.13,-0.02,-1.11,0.29
81.54,-13.24,-84.35,-0.03,-0.83,0.49
44.37,-13.43,-80.51,-0.09,-0.89,0.39
21.85,135.99,-72.75,0.12,-0.86,0.34
34.85,11.9,-16.78,0.25,-0.87,0.39
13.37,-110.72,30.58,0.02,-1.19,0.51
-56.4,8.18,91.19,-0.01,-1.15,0.4
-86.85,46.69,97.41,0.04,-1.04,0.27
-39.61,52.55,83.37,0.16,-0.93,0.18
9.09,-67.02,-21.48,0.14,-1.02,0.24
65.61,-46.2,-100.71,0.06,-0.91,0.43
55.79,-92.1,-56.82,-0.15,-0.88,0.41
17.88,113.71,-76.84,0.01,-0.81,0.36
16.54,48.58,-27.22,0.18,-0.8,0.35
37.9,-11.66,-3.05,0.18,-1.21,0.48
-10.01,-41.93,54.87,-0.02,-0.98,0.41
-56.09,-11.54,103.39,0.06,-1.14,0.34
-58.35,-3.23,80.2,0.05,-1.04,0.28
-32.17,-6.29,44.19,0.08,-0.92,0.22
5.68,-35.34,-24.72,0.02,-1.06,0.3
38.21,-3.11,-68.3,-0.02,-0.72,0.42
42.11,-4.33,-73.3,-0.07,-0.89,0.33
36.62,88.07,-92.96,0.07,-0.86,0.35
41.99,28.75,-39,0.1,-0.82,0.41
43.76,-26.12,-5.86,0.19,-1.22,0.59
-34.91,-46.75,54.75,-0.11,-0.88,0.46
-84.9,49.8,111.45,0.08,-1.23,0.37
-79.04,25.09,78.55,0.06,-1.02,0.23
-27.47,16.6,52,0.14,-0.84,0.19
12.21,-55.36,-24.17,0.07,-0.91,0.29
78.74,-5.98,-103.03,0.09,-0.86,0.57
66.28,-92.53,-95.83,-0.02,-1,0.46
15.32,104.25,-60.36,-0.08,-0.85,0.45
11.66,77.45,0.12,0.25,-0.8,0.39
20.45,-32.84,23.13,0.13,-1.11,0.53
-37.96,-50.11,70.8,-0.09,-0.92,0.45
-62.5,21.48,99.73,0.08,-1.11,0.37
-55.85,-39.61,49.32,0.08,-0.96,0.25
-1.83,38.76,37.96,0.09,-0.84,0.23
56.52,-30.58,-57.98,0.13,-1.03,0.44
72.39,-141.97,-67.08,-0.27,-0.66,0.62
29.66,68.91,-81.42,-0.01,-1.05,0.42
-1.4,127.81,-9.58,0.16,-0.71,0.28
23.32,0.43,20.08,0.09,-0.84,0.42
13.24,-69.34,17.94,0.02,-1.26,0.59
-35.83,33.63,71.84,-0.04,-0.88,0.36
-46.75,13.18,11.35,0.18,-1.05,0.32
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
