gx,gy,gz,acx,acy,acz
-25.76,-1.71,-6.71,0.24,-0.86,0.28
11.11,-41.14,-4.64,0.09,-0.92,0.46
11.66,-19.47,-29.05,0.07,-1.02,0.41
23.93,21.91,-31.8,-0.18,-1.27,0.26
-15.38,38.27,-14.22,0.01,-0.64,0.07
6.9,28.63,15.75,-0.1,-1.01,-0.02
17.88,53.1,-6.9,-0.1,-0.88,0.35
-12.76,75.5,15.14,0.19,-0.8,0.44
-3.3,30.4,21,0.14,-0.95,0.35
22.77,6.16,12.02,-0.02,-1.21,0.25
-7.26,-9.22,4.82,0.04,-0.98,0.27
-16.85,-7.2,3.05,0.18,-1.01,0.03
-8.54,-5.8,6.41,0.12,-0.98,0.12
-12.76,-23.13,-4.33,0.19,-0.94,0.3
-10.01,-41.93,-7.75,0.17,-0.9,0.41
-8.42,-20.87,-18.62,0.19,-0.87,0.39
9.22,-22.89,-31.62,0.14,-0.97,0.35
42.79,-15.44,-49.19,-0.26,-1.29,0.42
-11.29,0.85,-34.42,-0.04,-0.71,0.37
-42.91,-15.62,20.75,-0.2,-0.96,0.07
-10.13,-8,28.32,-0.39,-0.78,0.16
0.37,114.26,21.55,0.11,-0.8,0.22
16.48,62.56,35.89,0.11,-0.82,0.61
-10.13,-16.6,28.26,0.1,-0.85,0.49
12.76,-49.01,26.73,0.28,-1.04,0.1
29.6,-66.28,-8.61,0.1,-1.11,0.33
18.49,-47.61,-10.38,0.17,-1.02,0.21
-18.13,-26.61,-8.3,-0.06,-1.04,0.09
-2.5,-15.93,-18.86,-0.15,-0.87,0.27
-11.47,16.3,-16.97,0.13,-0.76,0.22
17.27,6.1,23.5,-0.21,-0.82,0.48
-8.73,38.76,-2.93,0.19,-1.08,0.22
35.83,31.07,32.29,-0.07,-0.97,0.33
-4.03,17.03,-0.85,0.1,-1.11,0.13
4.09,15.01,-3.05,0.13,-0.89,0.25
-4.64,-3.66,-2.01,0.19,-0.92,0.32
-3.05,-24.11,-8.79,0.15,-0.95,0.36
-8.73,-32.35,-23.38,0.21,-0.99,0.33
7.39,-24.96,-39.67,-0.07,-1.28,0.32
-14.47,-30.58,-31.8,-0.07,-0.7,0.35
-27.34,-17.33,11.29,-0.23,-0.92,0.09
-15.56,-0.98,19.41,-0.34,-0.79,0.24
-5.49,37.29,25.15,0.06,-0.81,0.34
4.27,11.17,35.95,0.03,-0.86,0.61
-8.18,-2.75,37.35,0.14,-0.75,0.45
15.81,-14.4,24.23,0.32,-1.18,0.03
42.3,-10.68,20.87,-0.1,-0.99,0.42
8,-20.08,-16.54,0.49,-1.11,0.07
10.01,-21.67,8.97,-0.08,-1.01,0.22
-3.6,-18.8,-24.41,0.16,-0.92,0.26
-4.27,-26.79,-14.77,0.15,-0.85,0.32
7.93,-10.44,-21.24,0.06,-0.99,0.42
10.25,-33.02,-54.2,0.04,-1.12,0.35
16.42,4.15,-21.91,-0.27,-0.99,0.4
-28.32,-10.38,-8.48,-0.03,-0.77,0.03
-0.31,34.3,51.33,-0.41,-0.89,0.07
-8.42,60.24,9.28,0.12,-0.85,0.31
-0.85,35.34,51.27,0.07,-0.91,0.5
-6.29,17.21,23.86,0.14,-0.88,0.41
2.14,-23.86,19.35,0.27,-0.85,0.27
40.89,-102.42,14.71,-0.03,-1.27,0.19
7.63,-19.17,-8.91,0.16,-1.04,0.26
1.4,-69.58,2.5,0.17,-1.04,0.01
7.63,-38.39,-5.8,-0.03,-0.97,0.27
-2.81,-36.13,-19.29,0.15,-0.9,0.32
-0.18,-19.84,-4.39,0.05,-0.9,0.37
3.78,-15.62,-21.73,0.08,-0.95,0.4
33.81,-35.58,-30.09,-0.09,-1.26,0.35
-1.4,-27.59,-12.39,-0.28,-0.79,0.26
-31.74,-6.16,4.21,-0.15,-0.94,-0.02
-5.37,18.8,22.22,-0.23,-0.82,0.2
-9.34,34.18,21.3,-0.01,-0.92,0.37
-9.22,37.41,30.33,0.02,-0.91,0.46
-9.03,4.82,19.41,0.16,-0.76,0.4
9.4,-35.1,11.35,0.32,-1.16,0.09
27.1,-64.88,11.78,-0.14,-1.06,0.41
10.74,-32.78,-4.64,0.25,-1.02,0.13
10.44,-52.61,-4.03,0,-0.95,0.22
-5.25,-18.43,-10.07,-0.12,-1.16,0.24
-22.46,15.26,-10.8,-0.11,-0.66,0.26
8,13.37,13.67,0.02,-0.86,0.18
-2.56,48.77,1.34,-0.08,-0.87,0.45
-4.39,33.26,20.14,0.22,-0.91,0.22
35.77,9.7,31.49,-0.1,-1,0.34
3.3,-15.14,-9.7,0.18,-1.16,0.18
-2.38,-7.93,3.36,0.03,-0.92,0.18
-1.83,-19.65,-12.57,0.17,-0.89,0.26
2.14,-35.46,-13.06,0.13,-0.95,0.4
9.58,-30.58,-30.76,0.09,-1.07,0.38
23.44,-4.64,-36.38,-0.27,-1.26,0.41
-40.47,-14.71,-13.31,-0.05,-0.74,0.02
-19.65,9.83,34.79,-0.37,-0.95,-0.02
8.3,26.55,0.85,-0.04,-0.86,0.33
1.71,57.92,35.77,0.11,-0.89,0.55
-6.96,14.34,26.86,0.14,-0.8,0.52
0.61,-27.65,23.13,0.33,-1.1,0.02
28.56,-35.89,10.56,-0.01,-1.05,0.34
6.16,-28.99,-4.46,0.22,-1.09,0.11
-16.48,-25.76,-16.3,0.01,-1.09,0.17
-17.46,-12.94,-18.07,-0.12,-0.76,0.3
-0.73,-3.66,-11.41,0.05,-0.83,0.26
7.45,29.36,-7.81,0.01,-0.79,0.45
13.79,41.56,5.43,0.31,-1.12,0.13
38.02,35.46,18.86,-0.09,-1.09,0.37
-6.29,31.68,-4.58,0.14,-1.12,0.01
4.82,27.59,-3.85,0.04,-0.82,0.21
6.77,-4.09,-3.66,0.25,-0.92,0.36
-2.01,-11.9,-8,0.07,-1.01,0.38
-1.16,-11.6,-30.64,0.11,-1.09,0.27
12.57,-0.37,-35.16,-0.29,-1.22,0.36
-49.07,-22.03,-19.35,-0.1,-0.68,0
0.92,9.64,39,-0.29,-0.9,0.05
-2.81,14.71,11.35,-0.18,-0.93,0.42
-7.57,17.27,33.57,0.07,-0.89,0.35
2.75,-10.07,23.74,0.11,-0.85,0.46
4.15,-21.06,25.15,0.22,-0.81,0.29
21.18,-20.81,18.37,0.25,-1.26,0
19.23,-64.27,13.43,-0.07,-1.14,0.3
-19.9,-37.05,8.73,0.17,-0.99,0.03
-9.28,-34.12,7.45,0.13,-0.97,0.06
-7.45,-21.91,-8.42,0.06,-0.96,0.39
-10.99,-14.34,-13.85,0.13,-0.87,0.4
2.75,-3.6,-11.29,0.01,-0.93,0.41
20.14,19.96,-24.35,-0.04,-0.95,0.43
40.16,31.62,-38.02,0.04,-1.03,0.4
37.17,60.97,-45.59,-0.11,-1.18,0.35
-33.26,-4.64,-21.97,-0.08,-0.68,0.06
-15.5,25.63,32.84,-0.35,-0.94,-0.01
-2.38,51.7,14.04,-0.19,-0.83,0.34
-7.51,73,31.43,0.24,-0.8,0.53
-5.98,-0.73,28.81,0.12,-0.85,0.57
2.81,-18.13,17.09,0.26,-1.05,0.14
36.38,-54.93,34.97,-0.15,-1.04,0.39
2.93,-22.95,-29.66,0.29,-1.02,0.09
28.63,-78.12,12.15,-0.18,-0.95,0.34
-9.03,-16.85,-34.85,0.13,-1.06,0.27
-16.97,37.17,-11.84,-0.28,-1.14,0.36
-40.16,9.77,-32.04,0.04,-0.62,0.08
31.43,10.5,23.93,-0.09,-0.78,0.21
4.46,38.64,-3.36,-0.16,-0.88,0.62
-13.73,37.48,19.47,0.26,-1.05,0.15
40.1,36.56,36.62,-0.43,-1.17,0.44
-18.86,38.21,-10.74,0.2,-1.05,0.07
7.08,18.68,3.17,-0.03,-0.87,0.33
-23.62,36.93,-9.7,0.2,-0.82,0.24
6.1,6.71,-20.87,0.31,-0.86,0.28
13,-37.9,-43.64,0.12,-1.13,0.49
20.08,-20.14,-35.03,-0.27,-1.22,0.53
-60.73,-1.83,-6.41,-0.16,-0.72,-0.12
22.03,-6.71,23.56,-0.36,-0.79,0.14
0.24,20.02,2.93,-0.06,-0.88,0.57
-15.81,18.19,38.21,-0.04,-0.8,0.47
1.22,38.57,33.02,0.02,-0.73,0.38
16.78,5.62,27.28,0.15,-0.92,0.28
52.73,-47.97,34.79,-0.26,-1.32,0.38
-15.32,-3.97,-15.44,0.21,-1.02,0.19
-1.83,-52.19,4.09,0.06,-0.92,0.07
-10.13,-33.75,-12.7,0.08,-0.99,0.27
-13.12,-33.63,-18.74,0.05,-0.86,0.34
5.25,-13.24,-27.04,0.11,-0.88,0.41
37.9,-3.11,-32.78,-0.11,-1.1,0.45
30.46,41.81,-54.63,-0.17,-1.1,0.41
-14.65,-26.25,6.41,-0.19,-0.73,0.14
-24.05,28.87,36.8,-0.4,-0.97,0.01
-2.56,65.43,12.76,-0.06,-0.82,0.32
1.77,102.6,32.9,0.03,-0.77,0.42
2.62,14.47,22.89,0.16,-0.88,0.54
-0.85,-18.01,19.53,0.33,-1.25,0.1
15.75,-30.7,10.07,-0.07,-1.18,0.35
-11.11,-39.79,-20.75,0.34,-1,0.13
3.05,-48.28,4.82,-0.02,-0.9,0.2
-2.81,-57.25,-13.85,-0.01,-0.96,0.23
-1.83,-27.95,-12.27,-0.07,-0.86,0.38
-6.35,5.8,-15.81,0.04,-0.87,0.41
20.75,-18.86,-36.01,-0.02,-0.98,0.38
52.19,16.24,-32.53,-0.45,-1.27,0.49
-15.32,-3.48,-28.2,-0.1,-0.7,0.04
-25.15,43.88,24.54,-0.34,-0.91,-0.13
-1.59,78.25,25.94,-0.42,-0.89,0.19
-7.75,94.85,16.54,0.05,-0.89,0.41
-10.44,49.32,17.88,-0.01,-0.82,0.46
-9.22,16.91,1.77,0.07,-0.83,0.45
-2.38,-21.61,10.93,0.04,-1.13,0.18
-6.65,35.83,-24.54,-0.11,-1.08,0.37
-1.1,29.48,-33.69,0.1,-1.05,0.29
-14.22,66.65,-35.52,0.08,-0.91,0.3
1.28,63.23,-38.94,0.11,-0.91,0.34
4.64,71.04,-48.52,0.08,-0.99,0.44
-6.77,79.96,-49.5,-0.03,-1,0.33
-1.59,83.13,-48.71,-0.02,-0.77,0.34
18.43,73,-30.09,-0.16,-0.87,0.3
24.96,86.55,-20.08,-0.12,-0.87,0.45
11.66,71.84,-16.42,0.06,-0.92,0.32
19.41,74.89,1.34,-0.03,-1,0.27
5.55,68.18,-20.81,0.13,-1.06,0.23
-7.2,73,-16.17,0.16,-1.02,0.24
-19.04,84.84,-22.58,0.14,-0.94,0.23
-4.82,62.19,-20.45,0.11,-0.94,0.41
-10.13,50.6,-21.06,0.07,-0.91,0.46
6.59,18.98,-14.04,-0.08,-0.88,0.38
8.79,17.03,-14.53,-0.04,-0.9,0.33
10.44,20.94,-7.26,-0.03,-0.94,0.33
5.31,21.55,-6.96,-0.01,-0.95,0.32
-1.46,7.57,-3.54,0.01,-0.94,0.33
-6.41,7.14,-0.31,-0.01,-0.92,0.31
-1.46,8.12,2.75,-0.03,-0.94,0.37
-6.23,7.69,-1.4,0,-0.91,0.45
-3.72,5.74,7.57,0.08,-0.85,0.37
8.67,4.39,6.41,0.04,-0.95,0.32
16.3,22.58,-1.59,0.32,-1.24,0.23
9.77,23.74,21.06,0.02,-0.89,0.18
-3.6,-25.09,1.22,-0.03,-1.03,0.05
-20.51,-9.89,0.85,-0.04,-1.01,0.25
-13.98,-9.77,-13.37,0.02,-1.01,0.2
9.09,1.4,-21.18,0,-0.85,0.43
4.39,-30.52,-6.35,0.06,-0.88,0.32
18.31,-24.23,-2.56,-0.15,-1.01,0.23
12.57,-7.57,-11.9,-0.06,-1.01,0.26
0.67,-1.46,-2.81,-0.11,-0.95,0.27
-5.25,0.18,-1.53,-0.07,-0.93,0.29
-9.46,1.04,4.27,-0.1,-0.94,0.27
-9.09,9.64,5.86,-0.11,-0.94,0.29
-5.31,9.09,2.32,-0.02,-0.95,0.29
-10.13,7.2,0.85,-0.08,-0.92,0.34
0.79,-5.37,2.26,-0.04,-0.92,0.34
4.03,-13.79,-0.37,-0.08,-0.95,0.31
6.16,-10.93,-3.23,-0.11,-0.94,0.3
9.09,-7.39,-4.27,-0.11,-0.9,0.33
12.21,10.62,-4.15,-0.12,-0.9,0.34
15.93,23.32,-3.3,-0.08,-0.85,0.37
4.33,16.78,0.24,-0.06,-0.86,0.38
13.85,9.7,6.1,0.04,-1.08,0.22
20.08,6.77,21.42,-0.11,-1.16,0.21
-7.69,22.46,9.03,0.14,-0.91,0.13
-6.35,-18.92,20.94,0.22,-1.03,0.08
-22.28,-10.44,11.66,-0.03,-1.07,0.17
-20.26,-15.08,-3.72,0.08,-0.97,0.23
-10.31,-14.59,-7.87,0.07,-0.9,0.27
5.62,-3.36,-14.22,0,-0.93,0.46
8.54,1.59,-29.3,0.1,-0.95,0.47
28.93,-15.01,-24.48,-0.24,-1.26,0.35
-1.4,36.13,-36.99,-0.19,-0.88,0.24
-31.98,5.68,-14.77,-0.03,-0.66,0.07
4.03,21.12,31.62,-0.44,-0.88,0.1
-5.07,62.38,8.42,-0.02,-0.85,0.49
-8,27.83,38.57,0.1,-0.83,0.48
-5.37,-11.9,31.74,0.01,-0.88,0.41
13.92,-39.92,16.78,0.15,-0.85,0.34
29.3,-54.57,14.34,-0.01,-1.2,0.24
13.92,-52.55,-3.72,-0.22,-1.16,0.24
2.14,-8.36,-17.33,0.18,-0.91,0
5.37,-13.43,8.73,-0.06,-0.96,0.16
-2.44,-19.71,-16.48,-0.1,-0.99,0.29
-7.87,9.09,-13.67,-0.02,-0.88,0.32
-5.13,16.48,-16.66,0.03,-0.86,0.31
18.25,-6.04,-31.01,-0.01,-1.07,0.31
34.67,13.73,-43.58,-0.54,-1.33,0.45
-29.79,-30.27,-24.72,-0.23,-0.74,0.06
-26.61,44.74,39.49,-0.48,-0.78,-0.02
-6.04,44.49,21,-0.24,-0.81,0.33
-8.06,20.81,40.1,-0.11,-0.91,0.47
-3.48,36.68,23.68,-0.08,-0.85,0.5
1.95,3.91,12.7,0.1,-0.82,0.38
28.69,-49.5,20.63,-0.06,-1.2,0.17
15.69,-26.12,-13.85,0.06,-1.02,0.28
11.47,-64.03,3.72,-0.04,-1.04,0.21
-6.29,-25.94,-25.7,0,-1.03,0.15
-12.82,5.92,-25.76,-0.28,-1.09,0.3
-18.68,36.62,-39.06,-0.08,-1.01,0.3
-33.33,16.17,-35.64,-0.16,-0.68,0.18
8.24,5.92,22.77,-0.36,-0.73,0.45
1.34,18.07,2.87,-0.14,-0.82,0.44
10.13,4.33,12.94,-0.3,-0.73,0.44
27.16,2.26,8.18,-0.2,-0.8,0.44
24.72,2.44,9.03,-0.09,-0.86,0.47
32.9,-22.03,35.52,-0.2,-1.32,0.17
-16.42,27.16,-7.39,-0.15,-1,0.09
-9.28,-0.98,11.72,0.14,-0.9,-0.05
-9.7,-23.8,16.36,-0.07,-1,0.4
-26.61,-45.78,-9.58,0.09,-0.94,0.41
-3.36,-81.85,-5.43,-0.1,-0.89,0.45
15.62,-35.83,-14.4,-0.27,-1.03,0.36
18.25,44.31,-5.86,-0.24,-0.91,0.11
1.65,19.29,-4.82,-0.01,-0.84,0.13
21.06,53.53,5.98,-0.4,-0.89,0.3
-2.38,75.74,-3.23,-0.01,-0.87,0.41
-8.3,44.13,13.24,0.05,-0.78,0.4
20.75,-6.71,23.74,0.05,-1.26,0.16
2.44,-31.43,22.28,-0.35,-1.11,0.28
-26.55,-13.61,13.12,0.19,-1.05,0.03
-19.04,-32.41,21.85,-0.08,-0.94,0.23
-17.88,-11.05,-0.67,0.04,-0.9,0.32
-1.77,-12.51,-5.62,0.04,-0.88,0.4
8.24,-4.82,-20.69,-0.05,-0.94,0.38
33.87,3.36,-37.35,-0.05,-1.04,0.34
42.24,13.55,-43.4,-0.19,-1.2,0.41
-0.67,5.68,-35.03,-0.16,-0.64,0.24
-20.57,-10.86,7.51,-0.18,-0.97,0.04
-5.37,-4.58,18.19,-0.41,-0.88,0.22
-5.13,32.9,29.54,-0.06,-0.9,0.44
-8.3,10.8,27.59,-0.2,-0.83,0.56
-5.74,-7.81,17.7,0.09,-1.12,0.23
26.73,-18.37,29.48,-0.29,-1.1,0.32
14.53,-30.76,-11.72,0.33,-0.97,0.14
17.21,-38.27,7.51,-0.2,-1.02,0.27
6.16,-25.57,-20.57,0.1,-1.07,0.26
-22.46,34.73,-31.56,-0.36,-1.36,0.22
-40.77,-10.74,-41.14,-0.19,-0.61,0.13
-8.91,5.25,11.6,-0.08,-0.83,0.24
-1.46,-22.83,15.08,-0.54,-0.78,0.5
-3.05,13.92,10.68,0.01,-0.86,0.43
8.79,-4.94,23.25,-0.21,-0.78,0.43
14.77,-14.89,17.88,-0.11,-0.74,0.39
34.48,15.81,14.28,0.27,-1.23,-0.01
27.16,24.05,15.2,-0.31,-1.17,0.14
-6.84,22.22,2.32,0.2,-1.01,0.13
-26.37,-1.46,8.18,-0.09,-1.03,0.14
-21.79,4.7,-12.33,-0.01,-0.87,0.21
5.98,-3.17,-6.71,0.04,-0.9,0.35
22.83,-5.49,-11.23,-0.13,-1.07,0.48
2.69,59.88,-25.27,-0.13,-1.25,0.27
-20.87,48.65,-20.45,-0.12,-0.62,0.07
31.43,15.75,18.31,-0.24,-0.94,0.07
9.52,41.56,-10.93,-0.13,-0.91,0.48
-15.08,34.42,17.58,0.02,-0.91,0.38
1.28,5,26.06,-0.07,-1.28,0.16
-24.9,33.2,-9.7,0.11,-0.95,0.25
-11.47,-19.29,29.24,0.08,-1.05,0.06
-9.4,13.49,-26.55,0.15,-0.98,0.4
3.11,-8.54,-12.51,0.05,-0.85,0.47
-17.21,17.94,-26.25,0.13,-0.83,0.41
33.51,-16.48,-40.77,0,-1.01,0.36
25.27,-23.01,-44.07,-0.3,-0.9,0.35
-31.86,15.62,-3.42,-0.17,-0.8,-0.08
18.01,21.42,24.29,-0.39,-0.81,0.14
-2.75,50.17,26.67,-0.05,-0.92,0.47
-12.88,7.14,31.98,-0.14,-0.89,0.52
-13.18,61.95,30.33,0.08,-0.79,0.31
21.91,-21.91,31.01,0.04,-1.1,0.23
-0.79,-20.75,-20.87,0.09,-1.13,0.25
14.95,-63.17,6.84,-0.09,-0.99,0.24
-1.46,-23.32,-32.78,0.08,-1.02,0.15
-5.55,13.06,-21.18,-0.28,-1.21,0.27
-22.71,17.09,-36.07,-0.19,-0.69,0.21
10.93,30.64,-1.28,-0.09,-0.84,0.15
13.24,31.8,-3.05,-0.3,-0.82,0.46
2.81,15.32,6.9,0.03,-0.74,0.38
8.54,14.53,26.73,0.03,-1.19,0.14
19.41,22.03,5.92,-0.26,-1.06,0.32
-9.7,15.26,9.4,0.12,-1.04,0.17
-9.34,12.21,8.79,0.1,-0.92,0.21
-7.2,-2.99,-1.16,0.04,-0.94,0.29
-5.68,-6.16,-7.08,-0.02,-0.97,0.42
3.05,-12.76,-26.06,0.07,-0.91,0.37
18.8,-7.63,-25.76,-0.03,-1.02,0.32
23.56,14.71,-44.43,-0.36,-1.22,0.34
-23.32,4.33,-34.73,-0.12,-0.68,0.19
-20.75,10.93,16.42,-0.33,-0.91,0.01
7.45,18.98,6.29,-0.34,-0.84,0.32
0,59.08,26.92,-0.06,-0.83,0.51
6.84,71.78,17.7,0.06,-0.82,0.48
0.67,15.14,24.23,0.03,-0.85,0.31
29.79,-24.35,17.46,-0.15,-1.31,0.17
-3.17,11.96,-30.03,0.17,-1.03,0.21
2.32,-31.19,4.52,0,-1.01,0.25
-7.57,-11.9,-25.76,-0.1,-0.97,0.21
-12.7,3.42,-20.81,-0.03,-0.84,0.24
16.85,4.27,-30.46,0.04,-0.84,0.4
22.89,-34.48,-43.76,-0.25,-1.25,0.37
2.14,-34.67,-27.77,-0.51,-0.79,0.18
-8.24,27.1,29.11,-0.33,-1,-0.12
6.71,52.19,21,-0.51,-0.95,0.31
-9.89,97.23,29.54,0.04,-0.76,0.27
2.62,45.78,18.74,-0.05,-0.81,0.62
-14.59,-10.38,16.05,0.24,-1.04,0.14
20.87,1.71,21.36,-0.39,-1.18,0.28
-10.99,20.26,-28.38,0.22,-1.04,0.12
0.85,-6.47,-21,-0.13,-0.9,0.31
-12.21,7.81,-22.28,-0.04,-0.84,0.4
7.2,0.43,-21,-0.05,-0.85,0.41
51.88,-3.05,-5.68,-0.4,-1.06,0.45
-16.72,-10.86,-24.23,-0.17,-0.7,-0.01
-28.44,38.88,25.57,-0.5,-0.88,-0.17
5,60.67,24.78,-0.25,-0.89,0.45
-12.82,55.11,37.35,-0.07,-0.89,0.49
-4.7,54.87,26.18,-0.08,-0.81,0.48
0.85,4.82,-4.46,0.12,-0.96,0.24
39.67,-46.57,31.43,-0.29,-0.99,0.36
13.98,-15.69,-30.64,0.25,-1.14,0.11
6.53,-27.28,-16.05,-0.18,-0.94,0.27
-21.61,-29.97,-33.81,-0.21,-1.17,0.13
-51.45,-3.72,-34.91,-0.11,-0.65,0.17
-9.58,2.5,34.24,-0.28,-0.7,0.31
-6.1,-12.08,12.39,-0.16,-0.82,0.54
-2.32,-18.07,32.29,-0.26,-0.72,0.37
24.96,-10.38,20.02,-0.23,-0.75,0.41
48.58,-8,35.64,0.06,-1.42,-0.08
23.19,72.75,0.55,-0.05,-1.13,0.16
-12.51,12.76,1.83,0.29,-1.03,0.06
-19.59,-33.14,3.6,-0.1,-0.91,0.29
-14.71,-26.67,-11.6,0.07,-0.91,0.16
15.44,-38.15,-0.92,-0.25,-1.05,0.38
1.95,13.73,-32.41,-0.23,-1.24,0.36
-18.01,21.91,-6.04,-0.15,-0.64,0.01
8.73,43.33,24.05,-0.15,-0.87,0.04
24.05,40.89,-2.26,-0.29,-0.92,0.39
-9.22,47.24,10.93,0.08,-0.82,0.45
15.38,25.88,19.04,0,-1.24,0.08
-13.61,4.33,-14.77,0.01,-1.07,0.24
-21.55,-13.67,5.8,0.08,-0.93,0.05
-5.74,-28.56,-9.64,-0.01,-0.96,0.34
-17.94,-28.99,-14.04,-0.03,-0.9,0.35
-13.85,-7.57,-12.88,-0.06,-0.93,0.36
-5.8,-3.11,-27.77,-0.1,-0.88,0.47
57.07,-46.57,-25.21,-0.26,-1.05,0.47
-7.26,-49.99,-9.09,-0.16,-0.78,0.11
-32.29,1.4,38.09,-0.39,-0.96,-0.18
7.14,62.01,24.17,-0.35,-0.86,0.21
-21.67,31.07,27.16,0.05,-0.92,0.54
-20.14,-13.92,33.2,0.08,-0.87,0.43
-5.31,-37.66,22.58,0,-0.76,0.31
14.4,-53.41,21.18,0.07,-1.14,0.2
22.09,-38.02,28.99,-0.31,-1.12,0.36
12.88,-65.19,3.72,0.02,-1.05,0.15
6.59,-9.52,6.04,-0.08,-0.96,0.13
4.58,-11.29,-12.63,0.05,-1.01,0.25
-20.69,-10.19,-6.47,-0.2,-1.09,0.35
-24.41,37.17,-22.52,-0.14,-0.96,0.41
-22.4,0.12,-11.41,0.02,-0.62,0.22
17.82,-10.19,20.75,-0.28,-1.02,0.12
9.77,15.62,-5.8,-0.26,-0.91,0.44
4.33,28.02,1.77,0.02,-0.78,0.4
20.75,-2.93,16.24,-0.1,-0.9,0.39
20.69,2.81,3.78,0.01,-1.21,0.19
16.36,9.4,13.49,-0.16,-0.95,0.22
4.09,-9.4,-16.17,0.19,-1.07,0.05
-6.41,-22.46,20.39,-0.23,-0.98,0.19
-13.73,-7.69,-33.39,0.01,-0.98,0.22
-8.67,11.41,-7.14,-0.22,-1.04,0.48
-26.18,59.94,-34.12,-0.05,-0.99,0.42
-13.49,-23.93,4.15,-0.11,-0.65,0.16
15.93,-11.47,15.32,-0.23,-1.05,0
17.09,43.09,-8.91,-0.2,-0.87,0.38
10.19,28.63,16.85,0.13,-0.82,0.5
5.37,1.22,10.56,0.05,-1.1,0.14
32.1,-28.26,32.29,-0.31,-1.21,0.21
-17.52,14.04,-13.55,-0.04,-0.96,0
5.07,-15.75,8.79,-0.09,-1.03,0.14
-27.4,26.98,-23.44,-0.03,-0.97,0.13
-2.69,48.77,-21.18,0.03,-1.01,0.18
1.65,76.78,-40.59,-0.03,-1.06,0.4
15.32,89.66,-23.5,-0.27,-0.76,0.25
2.81,112.43,-24.23,-0.14,-0.9,0.04
17.33,111.33,-1.53,-0.24,-0.85,0.22
3.23,141.72,-1.28,0.08,-0.94,0.01
34.3,120.24,-11.17,0.2,-1.02,0.07
13.85,126.1,-19.35,0.29,-1.14,0.21
-20.2,96.62,-2.62,0.18,-1.02,-0.06
-1.1,81.12,-5.31,0,-0.88,0.09
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
