gx,gy,gz,acx,acy,acz
-50.05,-36.44,-37.78,0.98,-1.05,0.55
-43.21,1.34,7.81,0.42,-0.62,0.05
-10.07,-120.36,45.23,0.62,-0.48,0.4
3.85,-77.09,16.66,0.33,-0.76,0.36
-20.57,15.38,-11.66,0.88,-0.68,0.24
21.12,-21.79,7.87,0.48,-0.58,0.21
47,22.03,0.85,0.45,-0.69,0.43
-25.02,-50.84,3.91,0.98,-1.06,0.23
-48.1,-38.94,5.98,0.26,-0.57,0.07
1.77,58.78,-27.34,0.49,-0.69,0.25
15.14,47.42,-6.59,0.47,-0.6,1.44
23.74,-49.93,22.71,0.49,-0.85,0.38
10.5,-93.93,8.06,0.69,-0.88,0.29
-9.16,15.5,14.1,0.5,-0.66,0.3
-1.89,-27.34,5.37,0.43,-0.56,0.18
58.65,25.02,5.37,0.53,-0.63,0.34
-40.04,-55.79,5.07,0.39,-0.51,0.11
-20.08,0,-4.82,0.55,-0.73,0.12
27.65,82.82,-3.48,0.54,-0.73,0.4
-24.9,3.3,17.33,0.9,-0.57,0.5
34.79,11.9,28.02,0.67,-0.97,0.38
-15.62,-32.47,14.71,0.28,-0.63,0.33
-4.09,-54.5,-13.73,0.67,-0.66,0.2
40.53,23.5,9.34,0.5,-0.6,0.29
1.83,200.87,-18.37,0.59,-0.9,1.05
-11.72,-119.63,4.7,1.05,-0.92,0.26
-46.81,-71.17,9.28,0.33,-0.65,0.02
-2.69,58.41,-27.53,0.19,-0.75,0.21
44.13,94.06,4.09,0.68,-0.57,0.54
0.73,-159.61,41.69,0.64,-0.61,0.43
10.31,0.98,5,0.95,-0.62,0.23
54.75,32.9,18.68,0.45,-0.64,0.3
-18.8,-4.64,-18.8,0.7,-0.82,0.65
-18.43,-73.55,0.49,0.67,-0.78,0.29
-16.91,-30.27,12.39,0.66,-0.78,0.08
43.09,-52.8,36.01,0.58,-0.77,0.4
30.52,-62.13,46.88,0.68,-0.78,0.37
24.11,-28.93,40.41,0.56,-0.54,0.24
61.89,-40.04,28.44,1,-0.61,0.19
42.54,-13.92,23.19,0.59,-0.64,0.31
60.97,-48.16,6.16,0.77,-0.64,0.51
21.79,-77.64,-1.53,0.66,-0.83,0.45
-2.87,-33.63,5.74,0.71,-0.77,0.14
41.5,54.69,25.51,0.45,-0.7,0.26
49.62,114.69,19.47,1.1,-0.73,0.77
44.13,-118.65,24.54,0.48,-0.7,0.23
24.6,1.1,18.74,0.68,-0.83,0.39
16.97,-30.76,27.16,0.74,-0.72,0.26
15.69,-17.52,38.64,0.5,-0.47,0.28
51.15,-47.49,7.57,1.14,-0.58,0.11
48.46,-42.42,25.51,0.53,-0.56,0.24
63.35,-40.41,2.75,0.7,-0.62,0.34
36.19,-19.53,-18.55,0.74,-0.83,0.59
1.53,-61.77,-14.47,0.82,-0.89,0.29
-34.3,-60.85,6.77,0.41,-0.6,0
12.94,-26.43,-21.3,0.29,-0.77,0.19
65.55,15.2,12.08,0.59,-0.68,0.4
-5.13,-91.98,21.12,0.3,-0.55,0.47
25.27,28.02,19.59,0.85,-1,0.44
5.86,-108.34,12.21,0.1,-0.78,0.28
-0.61,18.31,10.99,0.87,-0.64,0.23
24.23,-51.39,21,0.44,-0.54,0.16
30.15,33.2,-3.23,0.52,-0.84,0.43
-65.86,-18.74,-15.2,1.19,-1.03,0.37
-63.42,-41.99,3.05,0.15,-0.61,0.08
-45.35,18.01,-86.61,-0.01,-0.82,0.21
15.08,110.96,-117,0.1,-0.82,0.36
40.95,58.29,-188.9,0.33,-1.15,0.4
26.98,38.27,-147.09,0.16,-1.45,0.58
3.66,103.64,9.46,0.33,-0.61,0.29
-16.05,-98.82,80.44,0.29,-1.12,0.37
-31.62,17.76,129.15,0.03,-0.95,0.32
-28.99,16.72,102.54,0.18,-1.01,0.31
5.92,-42.79,39.06,0,-1.08,0.38
36.44,-61.89,-25.57,0.07,-0.64,0.29
41.02,-36.19,-57.86,0.04,-1.07,0.34
21.55,90.45,-66.53,0.1,-0.84,0.28
37.05,64.82,-41.75,0.23,-0.91,0.41
28.87,-58.9,-37.41,0.33,-1.39,0.66
-47.3,5.43,43.09,0,-0.72,0.34
-65.25,-7.45,50.6,0.32,-1.14,0.34
-61.34,-22.71,40.53,0.01,-0.83,0.18
-22.28,86.73,47.3,0.14,-0.93,0.18
45.35,-14.4,-20.81,0.27,-1.06,0.3
71.96,-169.62,-41.2,0.05,-0.64,0.52
24.11,27.16,-33.81,-0.26,-1.12,0.45
-18.8,159.12,-30.88,0.18,-0.75,0.24
17.4,5.55,-23.56,0.2,-0.75,0.35
32.71,-117.49,-30.03,0.34,-1.47,0.65
-45.59,-24.54,40.89,-0.11,-0.73,0.35
-69.09,59.75,66.28,0.28,-1.17,0.37
-62.19,17.76,46.2,0.07,-0.86,0.19
-1.77,32.9,48.4,0.17,-0.77,0.23
59.75,-48.58,-42.11,0.22,-0.93,0.27
90.52,-154.72,-77.51,0.13,-1.1,0.57
26.06,-10.01,0.92,-0.16,-1.03,0.28
-29.85,185.85,-13.92,0.14,-0.83,0.32
-7.08,63.05,-3.42,0.3,-0.77,0.33
25.57,-53.1,-9.58,0.21,-0.98,0.43
-10.86,-67.75,-26.79,0.06,-1.07,0.48
-34.97,14.4,61.77,0.1,-0.99,0.32
-53.22,-30.82,21.97,0.12,-0.84,0.24
-31.92,46.2,31.92,0.11,-0.82,0.2
19.96,35.58,20.26,0.19,-0.98,0.29
69.58,-93.51,-37.9,0.17,-1.18,0.53
28.81,-34.24,-21.48,-0.12,-0.69,0.31
-17.27,87.77,-28.2,0.12,-1.04,0.44
-16.66,123.29,0.31,0.15,-0.74,0.24
28.5,20.14,-19.17,0.24,-0.73,0.37
35.83,-138.06,-46.39,0.2,-1.56,0.67
-43.33,29.6,38.57,-0.11,-0.63,0.29
-58.78,61.4,37.48,0.37,-1.06,0.35
-47.06,-31.43,17.4,0.06,-0.81,0.19
2.56,23.01,28.81,0.17,-0.84,0.26
39,-49.8,-7.08,0.19,-1,0.39
43.4,-49.56,-12.51,-0.03,-0.9,0.6
0.67,26.55,8.73,0.01,-0.93,0.27
-22.4,133.79,-49.56,0.16,-0.76,0.3
22.58,43.27,-40.77,0.31,-0.86,0.36
39.06,-85.08,-29.24,0.16,-1.04,0.49
-9.64,-28.38,-2.32,0.02,-1.07,0.52
-37.48,16.48,74.16,0.16,-0.9,0.32
-51.82,-79.71,15.99,0.14,-0.95,0.26
-36.74,7.08,27.95,0.08,-0.82,0.19
5.68,41.38,34.06,0.14,-0.93,0.21
73.61,-89.84,-23.5,0.15,-1.15,0.58
14.53,13.67,-11.35,-0.29,-1,0.44
-45.47,122.13,-26.12,0.14,-0.84,0.35
14.1,7.2,-7.14,0.18,-0.75,0.32
56.15,-47.49,-31.56,0.27,-1.41,0.54
-3.85,-29.54,7.2,-0.13,-0.72,0.41
-49.99,-7.14,8.54,0.26,-1.04,0.37
-31.98,92.1,29.11,0.09,-0.81,0.19
37.41,-2.32,-7.75,0.29,-0.98,0.36
58.23,-161.62,-41.87,-0.03,-1.26,0.62
-28.81,95.34,-29.05,0.15,-1.12,0.39
-21.48,129.7,-12.63,0.17,-0.68,0.2
31.68,-17.03,-3.05,0.21,-0.84,0.35
47.85,-65.19,-17.52,0.17,-1.12,0.55
-6.84,-36.56,-4.21,0.04,-0.89,0.5
-44.01,0.37,42.79,0.1,-1.01,0.35
-59.69,18.19,22.64,0.09,-0.85,0.22
-6.23,32.78,46.63,0.18,-0.78,0.17
45.17,-35.03,-27.77,0.2,-0.96,0.31
61.95,-135.44,-23.13,0.03,-1.18,0.69
1.4,-21.91,14.77,-0.09,-0.78,0.36
-43.7,55.54,-22.28,0.04,-0.96,0.41
-1.53,80.75,18.13,0.22,-0.78,0.26
43.15,-65.8,-7.57,0.18,-0.77,0.38
35.46,-101.5,-17.76,0.06,-1.39,0.61
-18.43,16.36,29.11,0,-0.75,0.37
-31.07,-17.15,9.95,0.35,-1.12,0.37
-50.54,-68.54,-5.13,0.02,-0.89,0.2
-12.7,75.44,51.09,0.12,-0.83,0.2
37.48,-38.27,17.52,0.26,-0.86,0.26
78.92,-135.56,2.14,0.16,-1.14,0.53
37.48,-99.79,29.79,-0.14,-0.75,0.6
-41.63,23.25,-23.86,0.05,-0.99,0.44
-70.56,96.62,-22.09,0.06,-0.98,0.3
-7.81,54.87,38.82,0.25,-0.73,0.15
52,-73.43,-13.79,0.26,-0.8,0.23
58.72,-177.73,27.4,0.05,-1.18,0.49
5.31,-34.91,54.99,0.06,-0.9,0.48
-17.03,-84.78,0.55,0.2,-0.9,0.34
-39.12,-115.3,-58.04,0.27,-1.17,0.3
-45.59,32.59,35.58,0.04,-0.89,0.16
4.39,90.39,67.93,0.34,-0.9,0.13
52.67,-116.94,40.83,0.33,-0.99,0.18
46.88,-245.18,134.28,0.07,-1.33,0.46
-39.25,-50.17,90.76,-0.09,-0.68,0.36
-7.81,-4.52,-32.53,0.13,-1.01,0.36
18.62,-35.28,-20.87,0.03,-0.76,0.26
53.96,24.84,-46.26,0.14,-0.87,0.39
59.33,-80.02,-34.36,0.09,-0.92,0.55
27.04,6.9,2.32,-0.02,-1.11,0.54
-17.58,35.28,-6.59,0.18,-1.02,0.48
-35.95,-5.31,51.27,0.1,-0.86,0.33
-32.35,-83.98,18.13,0.17,-1.03,0.31
-38.57,3.6,35.52,-0.07,-0.84,0.25
5.74,66.53,34.12,0.24,-0.88,0.35
51.45,-96.01,-40.65,0.08,-1.03,0.46
52.8,-41.56,-31.98,-0.01,-0.6,0.51
-2.93,24.17,-31.37,-0.01,-1.17,0.44
-24.66,139.4,17.76,0.11,-0.75,0.26
10.74,38.82,24.29,0.21,-0.77,0.37
41.93,-94.12,-23.5,0.14,-1.31,0.6
-28.5,6.23,8.79,0.01,-0.77,0.37
-54.2,21.73,14.65,0.24,-1.13,0.35
-52.67,24.23,24.29,0.05,-0.8,0.2
-1.65,52.67,51.21,0.17,-0.78,0.23
41.63,-39.67,-21.79,0.18,-0.91,0.35
67.38,-120.85,-38.51,0,-1.32,0.66
10.19,-13.49,5.49,-0.07,-0.72,0.29
-26.43,66.41,-32.71,0.04,-0.99,0.4
-5.37,125.98,-11.54,0.19,-0.75,0.27
36.38,-67.44,-19.78,0.17,-0.8,0.42
25.15,-44.07,-13.79,0.08,-1.42,0.64
-39.31,4.33,52.98,0,-0.74,0.36
-37.84,-3.66,49.38,0.3,-1.06,0.36
-39.12,-76.42,15.75,0.01,-0.84,0.23
-19.65,56.88,39.37,0.06,-0.81,0.26
27.89,12.39,-0.49,0.19,-0.94,0.43
66.04,-110.84,-31.92,-0.04,-1.13,0.61
20.45,-6.77,-18.8,-0.03,-0.82,0.25
-22.52,106.14,-45.65,0,-0.91,0.33
6.65,144.35,-0.98,0.29,-0.8,0.32
43.58,-59.27,-22.16,0.16,-0.9,0.52
2.56,-35.77,-19.04,-0.04,-1.11,0.55
-46.02,56.21,45.1,0.14,-0.84,0.3
-54.38,-16.05,-11.84,0.16,-0.96,0.27
-5.37,60.67,39.43,0.14,-0.86,0.25
38.02,-51.15,-7.45,0.19,-0.96,0.37
-9.46,12.94,-5.92,-0.08,-0.9,0.26
-31.68,175.48,-37.78,0.13,-0.72,0.23
34.42,-35.83,-38.7,0.34,-0.83,0.39
16.97,-21.42,-1.1,0,-1.34,0.56
-28.63,-7.75,70.86,0.16,-0.9,0.32
-40.77,-86.49,1.4,0.15,-0.97,0.28
-28.56,42.36,34.85,0.06,-0.84,0.18
24.05,14.71,1.28,0.22,-0.96,0.29
23.68,-83.5,0,-0.1,-0.82,0.33
-30.52,116.21,-20.63,0.03,-0.81,0.34
2.75,62.19,-7.51,0.25,-0.78,0.32
40.22,-59.63,-33.45,0.2,-0.92,0.48
10.8,-58.72,-19.96,-0.04,-1.23,0.58
-40.16,12.51,56.15,0.19,-0.99,0.34
-47.55,-28.99,14.1,0.04,-0.81,0.2
-7.39,66.47,47.91,0.12,-0.97,0.22
67.87,-68.3,-43.03,0.12,-1.23,0.56
23.25,-37.6,-28.2,-0.16,-0.69,0.33
-24.84,122.01,-54.14,0.09,-0.9,0.39
-2.5,129.21,-26.73,0.25,-0.79,0.27
48.77,-75.74,-14.71,0.23,-1.13,0.46
-18.37,6.53,37.96,-0.01,-0.74,0.39
-56.64,-0.18,46.51,0.2,-1.11,0.37
-60.49,16.48,29.3,0.03,-0.83,0.19
-6.04,51.45,4.21,0.19,-0.9,0.22
54.08,-61.58,-68.85,0.2,-1.05,0.42
59.69,-123.47,-63.48,-0.03,-0.68,0.58
-23.68,45.84,0.67,-0.04,-0.99,0.43
-21.12,147.83,28.44,0.2,-0.73,0.28
29.05,-34.24,2.56,0.23,-0.79,0.4
-12.08,10.38,24.23,0.06,-0.69,0.35
-30.64,-83.74,-15.87,0.19,-1.01,0.31
-11.41,114.81,49.44,0.12,-0.98,0.2
41.44,-72.27,-6.23,0.25,-1.09,0.45
23.07,-67.44,-15.75,-0.25,-0.59,0.55
-23.68,71.72,-32.04,0.08,-1.06,0.43
27.65,-10.62,-10.68,0.17,-0.76,0.33
-1.59,-37.05,24.41,-0.07,-0.78,0.45
-59.57,-12.08,8.24,0.08,-0.93,0.31
-19.23,52.92,36.32,0.14,-0.82,0.26
70.74,-103.33,-63.05,0.13,-1.34,0.54
8.24,11.29,-4.21,-0.02,-1.02,0.34
-28.2,131.04,-3.6,0.06,-0.81,0.34
11.05,-8.67,16.85,0.13,-0.8,0.35
33.39,-38.27,-9.34,0.13,-1.06,0.5
-2.93,-27.83,-16.11,0,-0.98,0.48
-28.99,-39.79,10.8,-0.01,-0.78,0.19
3.17,73,40.89,0.19,-0.95,0.22
62.56,-170.9,31.31,0.14,-1.16,0.77
-40.1,26.61,-6.1,-0.01,-0.98,0.36
-68.6,110.96,-10.31,-0.01,-0.96,0.36
20.14,4.7,-13.12,0.22,-0.7,0.25
72.69,-153.56,-74.04,0.26,-1.13,0.64
8.79,-20.94,-2.2,-0.1,-0.89,0.56
-42.05,14.28,39.12,0.25,-0.89,0.36
-61.34,-22.83,33.39,0.08,-1.03,0.19
78.12,-150.33,-0.49,0.31,-0.94,0.28
-37.54,-9.03,-31.01,-0.03,-0.86,0.26
34,3.78,1.77,0.34,-0.85,0.3
30.76,-114.56,62.26,-0.04,-0.98,0.48
-15.5,-64.76,33.26,0.07,-0.84,0.41
-31.37,-23.99,0.06,0.11,-0.92,0.3
-13.79,-40.53,-3.23,0.18,-0.99,0.24
17.64,-16.78,19.29,0.18,-0.87,0.24
49.44,-110.35,52.61,0.18,-0.98,0.31
25.15,-102.91,69.58,0.03,-0.99,0.38
-5.19,-38.33,38.15,0.05,-1,0.38
-3.48,-1.53,-6.71,0.12,-0.88,0.37
-13.85,12.15,-51.21,0.06,-0.94,0.32
-5.68,81.85,-15.5,0.15,-0.95,0.27
21.67,16.91,21.06,0.09,-0.9,0.43
12.45,33.87,-3.05,-0.06,-0.79,0.52
30.15,-22.16,-68.12,0.15,-0.94,0.52
-0.55,5.19,-55.97,0.14,-1.27,0.53
-37.05,10.8,57.92,0.13,-0.82,0.3
-46.51,-49.62,57.68,0.1,-1.04,0.24
-21.73,41.08,83.37,0.09,-0.8,0.22
20.45,-11.17,45.04,0.17,-0.9,0.31
65.25,-99.85,-52.8,0.12,-1.15,0.47
25.7,-28.02,-40.41,-0.16,-0.61,0.38
-24.41,77.03,-52.55,0.04,-1.03,0.42
-12.45,150.51,-5.68,0.18,-0.71,0.25
31.25,-55.18,-2.69,0.19,-0.71,0.41
43.52,-68.97,-18.49,0.16,-1.41,0.66
-22.58,-21.79,46.81,-0.07,-0.83,0.41
-55.05,36.19,69.15,0.18,-1.1,0.38
-55.18,7.69,28.93,0.05,-0.84,0.26
-25.45,29.05,25.39,0.08,-0.86,0.27
27.4,-5.8,-49.74,0.14,-0.96,0.35
71.04,-52,-96.98,0.11,-0.85,0.57
34.48,-38.15,-37.41,-0.11,-1.02,0.39
-0.79,123.6,-9.83,0.18,-0.73,0.33
27.59,-31.13,0,0.17,-0.75,0.41
23.93,-66.16,11.96,0.11,-1.33,0.58
-44.8,-21.36,62.44,-0.01,-0.93,0.43
-63.35,10.01,92.59,0.13,-1.08,0.34
-51.03,-30.94,31.25,0.03,-0.82,0.19
-1.46,43.33,9.77,0.12,-0.84,0.25
82.28,-82.58,-70.07,0.14,-1.13,0.44
68.97,-67.14,-49.99,-0.09,-0.7,0.5
13.61,45.1,-31.8,-0.01,-1.05,0.47
-18.43,164.12,-20.32,0.14,-0.74,0.28
22.09,2.38,13.31,0.24,-0.85,0.37
43.88,-79.04,8.3,0.26,-1.41,0.61
-30.27,-74.83,50.48,-0.09,-0.87,0.38
-54.87,12.82,47.61,0.17,-1.03,0.35
-60.67,-39.49,-17.46,0.11,-0.88,0.18
-25.82,78.43,25.02,0.05,-0.88,0.15
41.75,36.07,-1.1,0.33,-1.04,0.35
80.93,-157.04,-50.42,0.03,-0.8,0.64
-39.25,206.73,-10.62,0.15,-0.76,0.27
22.52,-10.19,-26.79,0.22,-0.75,0.33
54.81,-108.4,-41.38,0.25,-1.46,0.62
-12.88,-45.1,21.48,-0.09,-0.79,0.41
-51.33,17.52,57.31,0.22,-1.11,0.38
-58.53,18.31,24.54,0.01,-0.82,0.18
-22.46,71.84,42.6,0.13,-0.9,0.22
36.68,-14.71,-20.39,0.16,-1.04,0.33
74.04,-65.98,-76.42,0.09,-0.78,0.56
18.98,-47.79,-35.4,-0.19,-1.05,0.41
-22.64,176.82,-19.04,0.12,-0.83,0.32
4.76,46.63,1.34,0.26,-0.79,0.33
43.52,-70.92,-14.53,0.25,-1.27,0.52
-6.71,-83.74,13.49,-0.06,-0.92,0.47
-52.55,33.81,53.34,0.18,-1.08,0.37
-61.65,-9.4,8.18,0.07,-0.85,0.19
-23.32,46.63,38.33,0.11,-0.85,0.17
33.08,-1.95,-4.03,0.24,-1.05,0.31
68.18,-103.33,-49.44,0.01,-0.83,0.65
2.01,18.01,-20.94,-0.06,-0.93,0.36
-26.49,158.14,-42.79,0.09,-0.81,0.3
15.44,53.22,-14.71,0.34,-0.84,0.35
36.01,-85.08,-8.54,0.09,-1.12,0.48
-6.47,-50.42,20.87,0.05,-0.77,0.43
-49.19,-24.96,53.47,0.08,-1.12,0.38
-66.96,26.12,20.45,0.05,-0.89,0.24
-33.81,61.65,49.87,0.1,-0.85,0.19
25.7,10.8,-8.36,0.22,-0.86,0.33
79.71,-105.53,-81.6,0.04,-0.98,0.66
18.62,-12.08,-26.43,-0.14,-1.03,0.39
-34.91,161.07,-13.55,0.09,-0.77,0.3
7.08,83.13,-2.93,0.33,-0.79,0.35
38.88,-119.63,-17.64,0.11,-1.05,0.5
2.81,-24.54,-1.59,0,-1.04,0.55
-37.11,-11.6,54.02,0.06,-0.81,0.34
-52.8,-12.08,-6.77,0.18,-1.04,0.3
-45.04,33.57,21.3,-0.01,-0.83,0.21
3.05,87.65,64.09,0.22,-0.98,0.31
47.36,-73,-30.4,0.1,-1.14,0.42
44.01,-78.86,-24.48,-0.13,-0.56,0.47
0.37,52.55,-50.29,-0.02,-1.06,0.47
2.69,110.53,-20.63,0.26,-0.82,0.31
31.74,-48.89,-24.41,0.18,-0.8,0.43
16.91,-73.55,-24.54,0.08,-1.33,0.59
-43.64,16.6,82.76,0.08,-0.87,0.33
-61.34,-14.71,35.83,0.18,-1.1,0.31
-43.95,16.48,33.63,0.07,-0.84,0.19
8.36,12.21,32.04,0.17,-0.87,0.26
60.12,-48.77,-53.89,0.13,-1.04,0.41
17.21,-21.36,-19.65,-0.05,-1.04,0.46
-23.25,130.98,-15.87,0.07,-0.78,0.33
14.59,3.6,7.2,0.24,-0.8,0.38
31.01,-89.78,1.28,0.16,-1.33,0.53
-14.1,-44.8,28.26,-0.04,-0.83,0.4
-28.63,3.36,45.59,0.21,-1,0.34
-45.78,-80.02,-15.08,0.1,-0.93,0.21
-24.6,41.69,32.1,0.05,-0.83,0.18
41.08,-44.62,-11.17,0.23,-1.07,0.34
41.02,-99.98,0.85,-0.1,-0.64,0.66
-7.63,-47.3,16.11,-0.03,-1.07,0.44
-11.35,81.3,8.67,0.21,-0.76,0.28
36.56,-60.3,-19.59,0.14,-0.81,0.42
28.44,-84.78,-16.11,0.04,-1.25,0.59
-17.27,-10.86,38.45,0.1,-0.84,0.39
-28.02,-53.77,24.29,0.26,-1,0.31
-56.27,-59.02,18.55,-0.02,-0.9,0.16
-12.57,108.7,82.7,0.16,-0.91,0.15
49.74,-16.24,34.91,0.35,-0.95,0.16
100.22,-294.13,50.72,0.25,-1.28,0.48
5.74,-224.18,136.47,-0.59,-0.72,0.48
-44.74,105.1,-79.28,0.36,-1.13,0.23
-25.57,28.08,-23.19,0.04,-0.83,0.25
46.45,-54.26,1.53,0.33,-0.81,0.24
48.83,-157.9,67.08,0.01,-1.23,0.5
-29.11,-33.08,73.49,0.01,-1.01,0.44
-48.16,-7.26,35.77,0.11,-0.95,0.31
-27.89,-25.15,10.13,0.18,-0.89,0.2
6.77,-52.43,-36.74,0.22,-0.92,0.18
41.26,-44.92,-12.27,0.18,-0.89,0.24
54.75,-75.38,40.47,0.23,-1.11,0.37
35.89,-152.71,85.33,0.03,-1.2,0.53
-14.95,-103.88,65.92,-0.1,-0.84,0.49
-55.54,2.93,-20.32,-0.04,-0.81,0.31
-58.65,77.21,-47.06,0.01,-1.06,0.32
-21.97,63.48,-1.1,0.12,-0.74,0.2
40.28,42.05,-35.16,0.09,-0.76,0.29
87.46,-49.93,-59.2,0.12,-0.96,0.54
65.25,27.16,-62.38,0.02,-1.35,0.65
-14.83,34.91,-16.36,0.07,-0.83,0.48
-48.22,-5.62,33.69,0.21,-1.03,0.36
-71.11,-14.1,51.82,0.02,-1,0.24
-52.55,76.66,101.07,0.08,-0.98,0.17
3.54,10.13,46.08,0.21,-0.86,0.28
65.37,-100.77,-47.18,0.04,-0.87,0.62
38.45,-11.78,-57.74,-0.14,-0.95,0.36
-9.22,127.87,-82.76,0.04,-0.94,0.38
14.34,104.25,-34.61,0.24,-0.81,0.3
55.3,-72.57,-47.61,0.3,-1.09,0.47
-11.66,-52.43,45.29,-0.12,-0.8,0.47
-60.55,-3.85,84.11,0.14,-1.12,0.42
-80.08,-4.64,28.32,0.05,-0.98,0.26
-54.26,56.03,53.65,0.08,-0.94,0.2
1.53,3.11,8.36,0.14,-0.86,0.27
81.24,-26.31,-78.19,0.13,-0.74,0.51
53.1,-68.48,-59.51,-0.18,-1.11,0.5
8.79,145.45,-28.99,0.11,-0.82,0.32
21.24,49.19,-20.45,0.28,-0.82,0.42
19.9,-101.68,-5.13,0.1,-1.27,0.56
-36.19,-1.04,60.3,0,-0.92,0.45
-55.24,-28.32,64.33,0.2,-1.08,0.33
-61.46,-47.49,9.89,0.04,-0.91,0.19
-31.62,56.15,55.42,0.04,-0.9,0.17
25.57,8.3,7.14,0.22,-0.89,0.3
86,-107.06,-52.86,-0.01,-0.91,0.62
49.93,-17.27,-41.93,-0.1,-0.92,0.37
-9.83,130.8,-70.86,0.03,-0.9,0.4
9.77,85.14,-10.62,0.27,-0.81,0.34
36.74,-74.04,-4.15,0.19,-0.91,0.43
-1.95,-66.35,31.62,0.06,-1.08,0.5
-45.47,-28.2,101.5,0.04,-1.03,0.38
-67.69,-38.64,31.13,0.09,-1.02,0.29
-55.97,40.28,41.44,0.03,-0.82,0.19
1.53,65.49,14.65,0.16,-0.84,0.24
71.41,-59.14,-85.94,0.17,-1.1,0.41
18.74,47.97,-49.19,-0.01,-1.11,0.41
-24.35,192.14,-23.99,0.11,-0.75,0.28
13.73,53.71,10.38,0.3,-0.79,0.39
30.94,-104.13,3.3,0.1,-1.17,0.54
-12.76,-43.64,32.84,-0.03,-0.94,0.49
-48.34,-0.06,71.78,0.06,-0.88,0.32
-47.06,-30.21,-11.54,0.16,-0.96,0.29
-31.56,22.89,17.88,0.01,-0.82,0.19
33.33,-14.28,-10.5,0.2,-1.03,0.33
73.55,-110.84,-36.5,-0.03,-0.8,0.69
3.66,6.29,-34.97,-0.07,-0.97,0.36
-23.13,157.9,-29.24,0.07,-0.78,0.29
18.31,-79.41,-13,0.02,-1.45,0.64
-60.12,-18.62,20.26,0.13,-1.06,0.3
-25.27,55.05,48.71,0.07,-0.83,0.22
49.87,-48.95,-51.76,0.12,-1.05,0.37
54.87,-38.57,-66.89,-0.07,-0.73,0.49
-9.77,56.34,-48.95,-0.06,-0.97,0.4
22.22,-53.65,-6.65,-0.01,-1.24,0.64
-50.72,-8.36,29.72,0.04,-0.88,0.22
80.14,-98.63,-83.44,0.03,-1.15,0.73
-24.78,117.49,-65.61,0.04,-0.97,0.4
5.68,110.84,5.49,0.23,-0.68,0.28
-42.54,0.92,101.93,0.01,-0.87,0.37
-50.48,21.12,27.28,-0.03,-0.8,0.19
12.94,58.11,3.05,0.22,-0.87,0.29
-14.53,174.99,17.64,0.22,-0.74,0.29
39.43,-86.67,-16.17,0.1,-1.22,0.64
-55.48,-1.65,45.29,0.22,-1.08,0.34
-45.65,15.14,38.64,0.02,-0.82,0.19
27.59,28.99,31.07,0.21,-0.8,0.33
60.42,-100.28,-84.72,-0.19,-0.71,0.73
-43.46,183.11,-24.78,0.13,-0.85,0.32
-42.24,-66.77,-6.23,0.08,-0.97,0.23
-30.15,58.59,43.4,0.04,-0.89,0.17
