gx,gy,gz,acx,acy,acz
-23.8,-3.85,27.71,0.05,-0.83,0.17
36.13,-28.14,-40.41,0.15,-0.85,0.41
70.98,-105.35,-97.11,-0.1,-1.17,0.78
26,32.59,-41.63,-0.13,-0.88,0.44
-24.96,98.88,-16.3,-0.04,-0.82,0.51
-5.68,59.39,26.55,0.04,-0.83,0.47
11.78,-17.09,-27.65,-0.14,-0.79,0.49
14.1,-33.26,-33.08,-0.07,-0.81,0.5
26.86,-48.34,-22.95,0.12,-0.83,0.62
12.21,-37.11,-14.53,0,-1.07,0.58
-22.95,83.92,67.26,-0.26,-1.04,0.3
-2.62,164.12,110.72,0,-0.97,0.24
4.82,-90.94,18.92,0.06,-1,0.2
-8.73,-112.55,-13.06,-0.08,-0.99,0.27
18.98,42.97,13.85,0.01,-0.85,0.31
32.41,-35.58,-60.18,0.18,-1.02,0.33
12.08,-63.66,-83.98,-0.01,-1.13,0.44
-13.37,80.51,10.07,-0.06,-0.54,0.44
-15.32,41.14,39.18,0.13,-1.01,0.37
-1.22,11.72,29.85,-0.1,-0.72,0.47
1.83,44.43,-3.85,-0.09,-0.74,0.39
30.09,3.42,-56.64,0.12,-0.93,0.48
7.93,-23.5,-49.5,0.02,-1.11,0.48
-2.99,26,67.75,0.03,-0.88,0.34
-42.91,-24.48,54.69,0.09,-1.05,0.25
-37.17,28.5,52.37,-0.09,-0.96,0.15
3.3,99.91,11.96,0.07,-0.83,0.12
40.77,-45.59,-55.97,0.18,-0.93,0.19
59.27,-156.25,-88.2,0.28,-1.11,0.4
35.95,-67.02,-55.05,-0.07,-1.14,0.61
-18.55,54.99,-0.49,0.14,-1.2,0.63
-88.99,-43.76,137.82,-0.39,-1.02,0.15
-70.13,191.47,36.38,-0.29,-0.83,-0.08
-2.26,53.04,-22.4,0.05,-0.86,0.43
31.49,-140.93,-124.02,0.03,-0.93,0.4
59.39,-81.3,-94.79,0.05,-0.98,0.51
25.45,-40.04,-0.61,0.1,-0.87,0.6
-23.5,-59.02,64.45,0.1,-1.04,0.52
-79.28,47.3,113.1,-0.03,-1.38,0.43
-67.02,64.82,190.43,0.06,-1.18,0.22
-34.91,-3.17,92.9,0.17,-0.82,0.14
12.39,-57.07,-24.78,0.13,-0.78,0.12
57.98,-34.79,-70.43,0.08,-0.82,0.16
95.89,-28.63,-109.38,0.23,-1.2,0.34
83.56,-94.06,-85.51,0.01,-1.14,0.54
38.57,12.82,-59.08,0.13,-1.13,0.61
-34.3,40.77,-22.09,0.03,-1.32,0.56
-78.92,39.67,143.07,-0.02,-0.9,0.14
-83.25,175.84,120.54,-0.43,-1.1,0.05
18.49,43.76,27.04,0.04,-0.79,0.33
29.79,-190.19,-117.19,0.03,-0.83,0.22
66.35,-122.86,-131.71,0.07,-1.14,0.58
32.29,-13.92,6.23,-0.09,-0.87,0.53
-6.71,16.11,48.83,0.2,-1.27,0.51
-56.03,23.13,102.91,-0.06,-1.1,0.27
-32.65,80.93,143.55,0.04,-1.04,0.13
-18.31,35.58,24.23,0.12,-0.93,0
5.37,-50.72,-43.09,0.06,-0.87,0.06
52.06,-27.28,-92.47,0.17,-0.98,0.15
49.5,-119.93,-87.65,0.17,-1.12,0.29
37.6,17.15,-29.97,0.02,-1.05,0.4
-0.31,38.51,-20.32,0.29,-1.11,0.4
-34.24,-34.3,-5.55,0.02,-1.18,0.38
-59.2,-8.91,85.57,-0.02,-0.91,0.27
-89.66,51.45,91.86,-0.49,-1.07,0
-0.98,116.46,20.63,-0.11,-0.73,0.19
20.81,-83.44,-87.4,0.17,-0.84,0.22
68.54,-178.22,-100.4,0.05,-1.04,0.53
29.97,-44.56,-2.38,-0.11,-0.94,0.53
-10.99,24.29,47.24,0.2,-0.83,0.52
-75.44,-24.23,52.73,-0.07,-1.36,0.43
-70.68,71.35,138,0.03,-1,0.22
-37.72,18.74,68.42,0.24,-0.91,0.18
-5.62,-80.02,-2.81,0.1,-0.75,0.14
46.81,-24.41,-23.13,0.11,-0.91,0.3
72.14,-102.48,-82.21,0.18,-1.24,0.55
51.7,-59.27,-23.93,-0.38,-0.94,0.71
-31.31,92.96,-11.96,0.01,-0.85,0.38
-55.85,131.53,10.62,-0.06,-0.83,0.36
-20.02,185.3,21.55,-0.01,-0.74,0.41
27.16,-25.88,-40.16,0.41,-0.84,0.25
34.73,-246.22,-19.41,-0.06,-0.9,0.42
52.61,0,-5.19,-0.05,-0.85,0.57
32.17,-105.35,-34.79,0.05,-0.89,0.7
-44.37,1.83,-15.5,-0.15,-1.08,0.35
-57.19,198.24,110.23,-0.13,-1.14,0.19
-12.76,46.75,107.36,0.25,-0.94,0.11
8.18,-142.88,22.09,0.14,-0.95,0.13
20.14,-118.23,-2.93,-0.07,-0.85,0.24
58.47,21.12,-24.05,0.07,-0.9,0.37
59.39,-65.67,-73.79,0.09,-1.06,0.47
22.46,0,-73.49,-0.08,-1.32,0.49
-19.71,104.31,31.31,0.05,-0.55,0.33
-36.8,47.42,42.6,-0.03,-0.95,0.34
-2.01,267.82,93.75,0.3,-0.84,0.14
51.33,-76.23,99.37,0.47,-0.54,0.14
46.81,-102.66,24.29,-0.07,-0.94,0.95
-6.23,20.57,-42.48,0.4,-0.93,0.11
4.7,-189.45,-100.22,0.13,-0.97,0.25
-7.45,-108.15,-126.53,-0.05,-1.22,0.34
-32.04,127.08,-44.98,-0.04,-0.9,0.2
-5.68,148.56,17.64,0.26,-0.83,0.14
35.03,-51.21,4.82,0.19,-0.81,0.24
46.08,-106.63,-15.87,0.09,-1.03,0.42
19.84,-33.81,-24.96,-0.12,-1.28,0.6
-32.41,15.32,49.26,-0.16,-0.76,0.57
-85.57,143.98,38.15,-0.37,-0.85,0.11
-39.49,136.17,0.92,0.05,-0.83,0.37
19.96,-132.51,-65.19,0.08,-0.74,0.26
64.09,-169.13,-62.87,-0.04,-0.91,0.51
40.47,-52.49,15.14,-0.12,-0.85,0.61
-2.44,-39.12,46.88,0.05,-0.93,0.55
-61.65,-19.17,43.46,-0.06,-1.14,0.4
-61.34,60.36,99.06,0.05,-1.04,0.27
-36.93,12.63,68.3,0.12,-1.09,0.17
-15.01,-10.8,6.65,-0.01,-0.9,0.13
24.54,24.35,-43.46,0.09,-1.03,0.24
53.1,-18.68,-95.64,0.01,-0.96,0.42
56.15,34.36,-106.38,-0.01,-1,0.34
30.7,99.67,-80.08,0.08,-0.84,0.47
10.07,59.51,-1.95,0.08,-0.8,0.44
-1.34,57.56,43.4,0.08,-1.07,0.43
-4.09,3.17,102.97,0.07,-1,0.43
-22.71,-73.24,61.1,0.09,-1.06,0.34
-36.68,-84.11,8.24,-0.03,-0.93,0.23
-1.34,47.42,-8,0.08,-0.79,0.2
40.22,-47.24,-40.04,0.18,-0.85,0.27
60.36,-79.53,-59.39,0.11,-1.09,0.46
25.02,-22.89,-44.56,-0.14,-1.36,0.51
-20.08,64.15,91.92,-0.29,-0.77,0.34
-48.4,195.01,43.21,-0.25,-0.78,0.15
-23.93,-4.15,-11.54,0,-0.92,0.35
12.76,-84.53,-73.49,-0.11,-0.91,0.32
26.37,-46.45,-45.96,-0.04,-0.93,0.4
31.13,4.64,4.33,0.09,-0.73,0.5
15.01,-88.56,11.78,0.18,-1.47,0.63
-69.09,-15.5,75.99,-0.17,-1.05,0.35
-77.15,78.61,99.49,0.16,-1.22,0.27
-51.64,-6.23,81.73,0.04,-0.9,0.16
-12.21,-11.23,23.93,0.03,-0.84,0.19
56.82,7.69,-103.27,0.09,-0.98,0.44
79.28,-96.07,-88.68,0.01,-0.92,0.45
37.54,74.04,-62.5,-0.17,-0.94,0.56
6.23,94.12,2.44,0.14,-0.83,0.37
8.79,34.06,8.42,0.08,-0.81,0.42
14.89,3.05,21.48,0.08,-1.21,0.46
-5.49,11.23,58.29,0,-1.04,0.39
-28.93,-4.52,74.95,0.02,-1.01,0.29
-41.14,-46.51,6.65,0.11,-1.13,0.24
-34.97,4.15,9.03,0.01,-0.89,0.17
9.46,35.64,-13.37,0.18,-0.84,0.17
49.62,-42.3,-38.94,0.14,-0.87,0.25
60.06,-59.33,-63.05,0.11,-1.08,0.41
33.39,12.27,-70.74,0.01,-1.2,0.5
-3.23,97.29,-41.87,0.08,-1.05,0.51
-24.48,-39.06,93.69,0,-0.79,0.25
-46.75,143.01,50.9,-0.35,-0.96,0.23
-3.05,14.53,27.95,-0.07,-0.87,0.44
9.58,-45.78,-57.19,0.24,-0.85,0.27
41.14,-206.05,-49.19,-0.13,-0.88,0.43
34.36,1.28,1.71,0.1,-0.83,0.5
-40.71,-82.58,18.92,0.02,-1.19,0.49
-74.65,44.43,102.97,0.01,-1.03,0.27
-73.91,35.77,68.6,0.17,-1.16,0.21
-25.21,6.23,56.27,0.04,-0.95,0.16
6.84,-37.23,5.49,0.02,-0.89,0.23
66.65,-25.15,-99.79,0.02,-0.76,0.5
63.11,-47.12,-103.76,-0.17,-1.09,0.5
26.86,115.36,-69.34,0.05,-0.86,0.42
9.16,87.28,-9.28,0.11,-0.8,0.39
7.57,42.11,42.18,0.03,-1,0.37
10.07,13.12,67.26,-0.04,-0.96,0.43
-20.14,-82.95,24.72,0.05,-1.12,0.34
-37.66,-30.15,3.78,-0.09,-0.9,0.23
-12.27,50.29,-3.54,0.12,-0.87,0.21
23.01,-26.49,-19.96,0.09,-0.84,0.24
45.17,-39.18,-63.23,0.1,-1,0.33
25.94,-15.26,-75.56,-0.02,-1.2,0.51
0.73,-66.83,92.16,-0.19,-0.8,0.36
-51.39,-2.14,8.91,-0.46,-0.93,0.31
-15.26,80.57,24.66,-0.34,-0.88,0.19
6.41,105.53,-8.73,0.13,-0.91,0.2
15.5,-81.6,-36.56,0.03,-0.86,0.35
49.44,-46.69,-19.59,0,-0.75,0.47
-14.47,-86.18,-2.87,0.03,-1.22,0.52
-55.79,22.77,74.1,-0.02,-1.15,0.37
-78.8,36.62,58.96,0.12,-1.15,0.23
-51.45,29.24,65.12,0.05,-0.96,0.14
-9.28,-1.34,15.75,0.09,-0.95,0.17
45.41,-8.67,-40.04,0,-0.72,0.37
70.25,-76.17,-82.64,-0.01,-1.04,0.5
39.98,29.36,-69.52,-0.16,-0.88,0.51
4.09,103.15,-31.86,0.09,-0.85,0.4
3.54,65.67,5.68,0.17,-1.03,0.41
5.43,13.37,54.93,0.09,-0.91,0.38
-17.94,-57.37,68.18,0.06,-1.12,0.34
-46.45,15.26,45.78,-0.09,-0.92,0.21
-7.08,116.76,-17.52,0.16,-0.8,0.14
23.19,-41.81,-86,0.24,-0.97,0.19
35.16,-76.6,-79.53,0.19,-1.05,0.38
15.14,-47.67,-21.36,0.24,-1.13,0.52
-23.07,-60.42,41.14,0.09,-0.95,0.48
-88.26,-114.87,123.84,-0.07,-1.03,0.16
-94.36,41.14,79.04,-0.1,-0.92,0.08
19.71,38.45,71.41,0.12,-0.67,0.16
79.65,-102.72,-32.1,0.21,-0.8,0.25
88.81,-230.59,-61.71,0.02,-1.12,0.5
29.54,-134.83,8.79,-0.05,-0.97,0.56
-16.78,-109.62,33.2,0.02,-0.91,0.44
-53.34,-79.41,12.27,0.06,-1.16,0.36
-69.03,-31.86,35.03,0.06,-1.06,0.16
-28.69,-6.84,19.78,0.2,-0.92,0.06
16.05,-86.49,21.79,0.2,-1.05,0.08
40.83,-92.77,91,0.07,-1.03,0.18
46.26,-94.48,112.85,0.12,-1.13,0.31
17.76,-141.91,101.68,-0.24,-0.98,0.42
17.15,-15.93,-1.71,-0.04,-0.87,0.4
26.92,-41.2,-65.37,0.06,-0.95,0.4
26.73,-84.78,-76.17,0.16,-0.99,0.43
-7.93,-92.59,-31.37,0.03,-0.93,0.46
-43.09,-69.7,2.32,0.13,-1.08,0.56
-75.38,14.83,40.41,0.05,-0.95,0.44
-61.89,20.81,71.35,0.05,-1,0.35
-26.73,6.9,89.84,-0.02,-1.03,0.4
33.2,27.47,13.37,-0.2,-0.76,0.55
24.6,-44.01,-72.08,-0.3,-0.96,0.42
0.61,20.08,-93.38,-0.28,-0.86,0.58
7.08,73.12,-60.73,0.07,-0.76,0.44
28.99,0.24,-39.92,0.05,-0.78,0.55
23.25,-19.59,12.15,-0.21,-0.79,0.63
6.71,34.97,25.51,-0.21,-0.76,0.58
13.43,-28.99,10.25,-0.01,-0.76,0.58
20.45,-47.24,-4.82,-0.11,-1.01,0.56
-6.41,48.77,22.52,-0.23,-1.03,0.39
-10.25,110.53,61.77,-0.14,-1.01,0.39
-29.36,-58.23,12.82,0.01,-1.01,0.28
-26.37,-58.11,6.1,-0.15,-1,0.27
15.69,82.7,1.4,0.05,-0.81,0.25
53.96,-96.37,-44.19,0.12,-0.95,0.35
35.1,-88.99,-38.02,-0.18,-0.97,0.47
8.79,67.5,-0.79,-0.16,-1.1,0.62
-27.1,91.61,40.22,-0.37,-0.75,0.14
4.15,75.2,-12.88,-0.03,-0.81,0.28
34.24,-30.21,-57.13,-0.02,-0.79,0.37
46.63,-40.95,-49.01,-0.02,-1.04,0.55
-6.29,77.88,11.47,-0.08,-1.09,0.46
-24.29,67.14,78.67,0.04,-1.04,0.37
-63.78,-8,43.21,-0.11,-1.12,0.2
-30.64,59.14,24.17,0.02,-0.8,0.12
11.17,-43.03,-18.25,0.17,-0.88,0.17
44.43,-106.26,-8.12,0.05,-0.86,0.3
50.66,-48.95,-9.09,0.03,-1.05,0.45
34.79,33.08,-49.87,0,-1.41,0.51
-1.71,-98.51,44.13,-0.08,-0.8,0.4
-69.46,156.92,-1.53,-0.31,-0.94,0.01
-22.16,105.96,21.06,-0.11,-0.86,0.15
18.68,-47.85,-56.34,0,-0.86,0.27
35.52,-92.04,-39.67,-0.08,-0.92,0.45
21.18,-16.85,14.34,0.15,-1.21,0.58
-52.86,-1.16,38.39,-0.07,-0.96,0.4
-66.35,9.09,82.76,0.21,-1.27,0.31
-75.2,-25.63,74.4,-0.03,-0.96,0.19
-24.17,58.23,51.21,0.01,-0.97,0.17
22.95,-60.61,-61.65,-0.02,-1.09,0.43
49.74,-66.77,-73.61,-0.31,-0.61,0.44
13.12,48.28,-90.45,-0.04,-0.95,0.52
22.83,100.16,11.29,0.09,-0.86,0.38
29.79,-12.08,-2.38,-0.06,-0.81,0.47
28.75,-46.51,-2.32,-0.06,-0.86,0.57
18.49,-37.78,-13.92,0,-0.92,0.51
-23.25,41.14,89.23,-0.28,-0.99,0.05
16.66,55.6,35.83,0.26,-0.95,0.08
-8.42,-216.98,6.9,-0.02,-1.09,0.15
-6.53,3.17,16.48,-0.12,-0.91,0.21
11.9,53.04,-24.96,0.18,-0.88,0.24
21.97,-63.35,-56.27,0.11,-1.05,0.36
-4.52,-12.45,-48.46,-0.09,-1.3,0.38
-26.86,82.64,23.32,0.07,-0.47,0.32
-27.34,29.48,32.9,-0.25,-0.87,0.23
13.12,111.21,-15.2,-0.01,-0.84,0.32
28.87,-72.57,-55.6,0.04,-0.8,0.28
51.09,-116.7,-49.56,0.07,-1,0.56
8.48,15.69,-9.64,-0.08,-1.32,0.59
-52.25,106.57,94.24,-0.1,-1,0.31
-43.21,53.22,122.92,0.01,-1.17,0.18
-30.15,-0.67,41.08,-0.25,-0.8,-0.06
23.5,-5.37,-81.85,0.18,-0.89,0.07
53.89,-231.93,-77.51,0.13,-1.15,0.27
46.45,119.75,13.73,-0.11,-1.05,0.39
5.13,99,-59.2,0.3,-1.15,0.37
-1.71,-38.51,-79.9,0.17,-1.42,0.59
-54.75,-115.72,117.43,-0.28,-0.79,0.13
-120.3,70.19,-14.95,-0.34,-1,-0.08
26.61,77.33,41.38,-0.54,-0.73,0.19
20.39,75.44,-64.33,0.27,-0.92,0.33
42.24,-163.21,-53.89,-0.12,-0.94,0.52
34.55,-25.02,-3.36,0.1,-0.76,0.48
-25.21,-73.3,19.59,0,-1.19,0.53
-67.08,22.95,84.23,-0.04,-1.09,0.32
-61.71,74.34,83.56,0.09,-1.21,0.21
-33.26,-2.99,45.17,0.06,-0.9,0.11
7.69,-18.86,-5.49,-0.1,-1,0.19
56.34,5.19,-81.97,0.01,-0.9,0.43
69.21,-87.16,-97.23,-0.06,-1.04,0.37
42.97,68.18,-70.92,-0.12,-0.87,0.53
5.86,100.22,-7.26,0.1,-0.78,0.38
0.73,63.17,21.12,0.1,-1,0.37
12.33,9.77,68.6,0.11,-1.04,0.43
-42.6,-139.16,63.17,-0.09,-1.16,0.3
-53.47,-10.31,30.33,-0.08,-0.86,0.21
-3.23,19.59,-12.57,0.18,-0.77,0.19
29.48,-62.5,-38.57,0.02,-0.86,0.24
53.89,-9.7,-79.9,0.06,-1.17,0.37
38.45,-31.49,-23.19,-0.13,-0.85,0.63
-29.79,-22.16,56.76,-0.41,-0.84,0.18
-35.4,30.09,1.83,-0.46,-0.9,0.15
-0.49,98.08,-1.65,-0.15,-0.83,0.14
30.03,3.05,-32.84,-0.04,-0.9,0.35
41.26,-64.03,-15.87,0.06,-0.75,0.49
8.3,-98.88,4.15,-0.02,-1.31,0.59
-59.45,29.66,65.86,-0.08,-0.97,0.37
-81.85,1.59,39.61,0.18,-1.31,0.28
-73.73,41.02,70.68,-0.05,-1.03,0.13
-16.24,96.68,29.11,-0.16,-0.93,0.11
49.93,18.25,-92.65,0.04,-0.67,0.36
74.65,-118.16,-161.5,-0.1,-1.21,0.43
61.58,103.94,-75.32,0.05,-0.92,0.31
35.77,51.33,-31.37,0.3,-0.77,0.48
-32.29,-5.92,94.85,-0.04,-0.91,0.37
-81.85,23.38,171.69,0.07,-1.47,0.39
-66.83,0.55,108.58,0.03,-0.91,0.15
-10.5,16.66,7.02,0.07,-0.59,0.12
63.66,-33.69,-109.13,0.36,-0.76,0.31
115.48,-135.8,-142.58,0.16,-1.16,0.63
61.1,52.86,-54.99,-0.02,-1.44,0.56
-11.9,67.5,10.99,0,-0.77,0.32
-33.87,61.22,9.83,-0.27,-0.97,0.14
9.16,41.5,6.59,-0.27,-0.9,0.16
29.36,11.05,-43.09,-0.05,-0.98,0.3
16.66,-54.69,-31.92,0.02,-0.92,0.39
11.78,-2.32,2.14,0.08,-0.75,0.41
-43.58,-68.85,25.45,0.03,-1.13,0.41
-64.76,48.46,100.71,0.07,-1.3,0.36
-71.41,-16.3,101.75,0.03,-1.17,0.2
-57.07,26.61,83.62,-0.18,-0.86,0.09
11.29,118.84,-48.1,0.1,-1.02,0.21
69.64,-179.2,-117.13,-0.02,-0.84,0.32
77.94,129.09,-121.89,-0.12,-1.04,0.47
23.93,94.3,-44.86,0.1,-0.88,0.37
23.19,81.24,13.12,0.14,-0.99,0.38
5.49,17.46,115.84,0.04,-1.12,0.38
-38.45,-37.41,80.2,-0.1,-1.14,0.21
-21.48,100.04,-12.88,0.1,-0.82,0.07
15.81,-38.15,-134.16,0.21,-1.1,0.19
21.97,-17.33,-62.44,-0.03,-0.99,0.3
3.42,52.19,-5.8,0.24,-1.11,0.33
-12.08,-14.89,17.76,0.04,-1.04,0.41
-58.11,-72.2,69.95,-0.42,-0.88,0.16
2.93,92.96,0.73,-0.18,-0.77,0.16
33.87,-14.71,-57.25,0.11,-0.91,0.31
42.11,-64.64,-33.51,0.01,-0.95,0.46
18.74,7.45,10.74,0.01,-0.89,0.52
-14.59,24.23,37.29,0.01,-1.19,0.39
-31.01,101.26,58.53,-0.09,-1.03,0.16
4.94,82.21,37.35,0.05,-0.85,0.08
1.22,-36.68,-22.16,0.02,-1.08,-0.02
27.89,0.18,-28.14,0.07,-1.03,0.07
23.19,-86.55,-34.79,0.19,-1.01,0.17
-2.32,15.99,-13.98,0,-1.01,0.21
-14.16,53.04,-2.01,0.17,-1,0.16
-20.14,26.06,-33.33,0.14,-1.1,0.14
0.49,13.37,-45.84,0.17,-1.46,0.23
22.77,-95.95,39.25,0.02,-0.67,0.45
-58.47,-95.28,-3.05,-0.56,-1.02,0.12
-38.45,88.56,39,-0.31,-0.88,-0.04
26.12,110.29,-2.5,-0.17,-0.89,0.18
28.08,-80.87,-50.11,-0.04,-0.95,0.35
21.36,19.17,-9.89,0.09,-0.85,0.45
-18.62,12.39,27.34,0.02,-1.2,0.34
-29.54,113.95,101.75,-0.04,-1.12,0.22
-2.14,-16.48,73.18,0.23,-1.02,0.17
-10.31,-142.27,6.29,0.04,-0.94,0.14
-4.09,-39.67,-38.7,0.03,-0.93,0.2
9.4,40.89,-46.63,0.1,-0.87,0.21
24.17,14.71,-56.52,0.17,-0.98,0.27
27.1,-8.18,-39.86,0.11,-1.05,0.41
9.58,18.31,-42.66,0.05,-1.18,0.45
4.88,7.87,15.08,0.09,-0.98,0.46
-72.63,64.39,42.79,-0.56,-0.99,0.02
-2.2,152.22,12.51,-0.23,-0.84,0.26
-21.91,41.75,-67.5,0.14,-0.85,0.28
33.69,-96.92,-79.22,0.1,-0.93,0.31
44.86,-70.5,-25.82,0,-0.86,0.47
10.07,-11.35,30.76,0.05,-0.98,0.5
-38.7,48.71,65.19,-0.06,-1.31,0.34
-23.07,125.55,111.02,0,-1.01,0.23
-8.97,-26.25,41.2,0.12,-0.96,0.1
-20.51,-32.53,-23.56,-0.13,-0.88,-0.01
23.32,70.37,-75.13,0.2,-0.98,0.05
38.64,-110.35,-74.28,0.21,-1.05,0.19
23.8,-7.81,-16.24,-0.03,-1.01,0.33
-9.22,74.34,-3.54,0.15,-1.08,0.35
-21.24,-11.47,-27.4,0.15,-1.08,0.34
-2.56,-55.24,-9.4,0.07,-1.1,0.4
-68.48,-69.76,81.73,-0.67,-0.6,-0.23
-34.3,83.13,2.14,-0.39,-0.88,0.14
38.02,108.15,-22.28,-0.04,-0.92,0.23
22.22,-127.5,-61.46,0.01,-0.97,0.43
17.58,-69.27,-9.34,-0.05,-0.89,0.46
-7.26,-10.44,27.83,0.12,-0.87,0.48
-52.19,-32.84,39.55,0.01,-1.16,0.35
-68.3,30.7,103.52,-0.01,-1.11,0.28
-40.53,34.61,89.54,0.14,-1.11,0.22
-17.46,-62.32,33.51,0.05,-0.84,0.17
23.07,9.89,-2.32,0.03,-0.95,0.27
40.47,-49.26,-93.69,0.03,-1.07,0.41
49.19,5,-102.42,-0.1,-0.7,0.53
22.4,11.96,-53.83,0.01,-1.02,0.46
5.43,110.96,-2.99,0.05,-0.72,0.35
13.49,40.34,25.76,0.08,-0.73,0.41
33.33,-45.84,15.75,0.09,-1.03,0.52
-4.21,-50.6,32.17,0.02,-1.08,0.49
-50.42,15.01,82.09,-0.01,-1.1,0.31
-57.74,6.65,40.83,0.13,-1.02,0.15
-25.15,6.77,23.86,0.06,-0.85,0.13
39.25,17.76,-43.21,0.16,-0.82,0.19
76.97,-74.77,-84.96,0.23,-0.97,0.41
60.12,-128.11,-80.93,-0.14,-1.16,0.66
1.46,116.76,-44.56,-0.01,-1.3,0.52
-44.31,101.14,45.78,-0.32,-0.67,0.23
-35.1,124.39,13.06,-0.39,-0.95,0.22
3.23,28.26,-23.5,-0.13,-0.85,0.29
25.63,-48.89,-54.99,-0.03,-0.91,0.34
32.53,-75.87,-16.72,0.02,-0.9,0.51
7.14,-49.01,26.73,0,-0.89,0.56
-23.25,-25.88,38.02,0.04,-1.06,0.41
-49.26,20.75,49.32,0.02,-1.13,0.3
-34.61,38.7,96.07,0.06,-1.01,0.23
-8.67,-2.2,72.08,0.1,-0.98,0.19
-0.61,-76.23,12.57,0.04,-0.94,0.21
26.12,27.22,-11.17,0.06,-0.9,0.29
39.55,-20.2,-87.52,0.13,-1,0.35
41.14,-70.8,-106.69,0.1,-1.25,0.48
23.86,-47.36,-25.82,0.08,-0.84,0.54
-10.13,-89.66,43.52,0.05,-0.77,0.42
-69.7,8.67,58.04,-0.07,-1.04,0.28
-71.29,46.69,110.47,0,-0.94,0.27
8.54,-17.15,28.26,0.08,-0.7,0.34
61.16,-79.28,-56.27,0.04,-0.92,0.42
46.08,-94.73,-43.7,0.01,-1.17,0.51
11.11,-30.52,22.03,0.06,-0.97,0.39
-13.18,-34.97,27.95,0.14,-0.95,0.3
-18.49,-75.99,8.3,0.23,-1.09,0.28
-41.38,-108.46,-1.71,0.07,-1.03,0.23
-30.27,-25.45,42.66,0.16,-1.05,0.22
-11.72,-69.82,68.12,0.09,-0.91,0.21
18.37,-96.74,126.59,0.11,-1,0.4
-27.28,-123.66,103.21,-0.2,-0.84,0.35
20.45,18.74,41.14,0.03,-0.92,0.47
21.79,-66.53,0.92,-0.15,-0.7,0.43
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
