gx,gy,gz,acx,acy,acz
-12.45,-34.91,-7.2,0.05,-0.93,0.18
-15.32,8.48,-40.28,0.15,-1.07,0.2
-29.66,-22.58,-41.32,0.06,-1.04,0.24
1.53,15.81,11.05,0.2,-0.9,0.29
-11.17,-129.46,7.32,0.11,-0.96,0.45
-39.86,-6.35,8.06,-0.09,-1.07,0.45
-39.61,27.65,18.37,-0.05,-1.25,0.32
-11.05,22.58,16.3,-0.03,-1.07,0.08
47.24,6.16,10.38,-0.19,-0.78,0.05
65.49,27.28,-25.09,-0.02,-0.9,0.29
29.36,-49.32,-24.05,-0.16,-0.96,0.48
-6.1,67.81,-22.83,-0.08,-0.92,0.31
-21.97,38.39,10.5,0.02,-0.78,0.28
-20.94,30.7,6.47,-0.03,-0.99,0.19
-1.1,47.18,22.58,-0.04,-0.93,0.25
11.96,-28.2,2.56,0.11,-0.84,0.28
7.81,-59.69,-39.12,0.11,-1.06,0.32
-13.79,-43.82,-18.01,0.01,-0.94,0.33
-13.55,14.71,38.27,0.12,-0.97,0.44
-39.79,-35.95,24.29,0.01,-1.03,0.52
-51.33,8.91,23.8,0.02,-1.06,0.46
-25.94,-0.12,24.78,0.04,-1.25,0.27
11.47,-26.25,8.79,0.01,-0.8,0.07
76.54,34.24,-3.11,-0.05,-0.8,0.22
64.15,1.28,-10.99,0.06,-1.04,0.44
16.78,48.4,9.22,0,-0.95,0.47
-18.19,65.92,-0.49,0.03,-0.86,0.3
-2.69,9.89,-7.02,0.08,-0.9,0.17
-13.12,-23.74,-39.18,0.05,-0.98,0.24
-8.61,8.12,-18.62,0.04,-0.96,0.26
-16.24,4.27,-14.59,0.12,-1.02,0.25
-19.96,-12.02,-14.95,0.09,-0.97,0.24
8.61,-40.22,32.9,0.17,-0.89,0.39
-27.1,-106.2,36.74,-0.11,-1,0.56
-63.23,18.19,11.47,-0.01,-1.01,0.57
-54.75,-8.54,20.69,-0.03,-1.19,0.46
-2.56,25.88,25.45,0.01,-1.14,0.22
58.72,18.07,-23.19,-0.11,-0.69,0.09
77.64,27.53,-43.82,-0.04,-0.88,0.36
62.99,1.77,-35.95,-0.15,-0.98,0.55
7.14,58.9,-39.18,-0.08,-0.89,0.38
-13.06,44.92,-5.13,0,-0.76,0.35
-22.4,23.99,3.91,-0.06,-1.03,0.26
-10.86,44.86,36.01,-0.06,-0.91,0.27
3.3,-6.9,10.13,0.1,-0.93,0.26
-1.4,-107.18,-19.78,0.11,-1.08,0.31
-9.83,-41.14,34.67,-0.03,-0.97,0.5
-54.32,-17.58,41.32,-0.01,-0.98,0.66
-92.1,-4.15,17.27,0,-1.16,0.61
-50.48,8.97,12.7,0.05,-1.18,0.3
35.34,-63.66,0.43,-0.16,-0.73,0
92.77,60.36,-32.23,0.04,-0.79,0.35
87.89,-8.97,-44.68,-0.25,-1.03,0.67
37.66,21.18,-41.87,-0.11,-0.92,0.4
4.03,31.13,-10.25,0.08,-0.79,0.31
-2.93,-36.62,33.33,0.06,-1.16,0.26
-41.99,20.87,79.65,-0.11,-1.1,0.3
-42.97,28.08,74.58,0.04,-0.91,0.27
-16.42,-3.85,7.51,0.1,-0.86,0.25
2.93,-23.93,-75.2,0.21,-0.99,0.32
16.72,-71.23,-8.85,0.1,-0.9,0.55
-26.98,-19.41,11.72,0.03,-0.99,0.71
-65.8,-9.95,7.93,0.1,-1.14,0.7
-30.94,-0.85,16.05,0.03,-1.22,0.35
14.89,-85.08,4.94,-0.07,-0.72,-0.02
59.39,75.5,-14.53,-0.06,-0.81,0.17
49.62,-1.95,10.93,0,-1.02,0.63
-13.49,44.49,36.68,0.12,-0.83,0.64
-43.46,-3.72,26.25,0.14,-0.72,0.41
-7.69,-47.12,29.3,0.08,-0.75,0.56
11.35,-5.55,31.13,0.23,-0.64,0.62
32.53,68.3,-9.77,0.39,-1.01,0.44
57.74,4.82,2.75,0.38,-1.01,0.36
51.21,21.79,-3.97,0.4,-0.93,0.04
28.5,16.36,-19.41,0.21,-1.03,0.04
10.01,37.66,-29.36,0.41,-1.08,0.02
7.87,68.18,-17.7,0.22,-1.05,0.03
-19.17,114.07,-41.87,0.21,-1.03,-0.03
-53.83,30.94,-62.74,0.19,-1.11,-0.12
-43.4,26.79,-29.11,-0.08,-0.75,0.18
-16.54,120.67,5.13,-0.02,-0.72,0.04
18.8,43.27,1.16,0.06,-0.9,0.26
-13.61,96.31,-5.86,0,-0.89,0.31
-5.86,38.27,-4.7,0.08,-0.91,0.22
-6.65,75.68,-28.44,0.09,-0.97,0.23
4.09,68.54,2.62,0.12,-1,0.24
-5.31,54.63,0.37,0.1,-1.01,0.18
-19.17,71.66,-12.7,0.09,-1.11,0.13
-6.65,67.63,-16.48,0.12,-0.99,0.13
-22.4,36.25,-40.65,0.06,-1.21,0.15
-20.75,95.83,-21.85,0.03,-0.89,0.22
-7.2,43.64,-30.64,0.05,-0.87,0.32
-2.08,13.67,-30.7,-0.06,-0.88,0.35
-1.65,94.79,-22.28,0.01,-0.82,0.35
13.79,44.37,-15.81,0.06,-0.83,0.38
4.03,48.71,-8.12,0.01,-1.01,0.36
-7.93,111.88,10.25,0.06,-0.97,0.28
3.6,64.45,-9.28,0.17,-0.91,0.33
5.31,-2.62,-21.42,0.07,-1,0.37
-4.15,26.79,-15.38,0.14,-0.9,0.34
-23.13,-15.99,-28.14,0.12,-1.01,0.31
-18.86,34.73,-4.39,0.13,-0.97,0.29
-4.27,6.9,23.68,0.14,-1.02,0.33
-5.55,-52.12,29.85,0.04,-1.05,0.44
-11.35,-22.71,24.29,-0.12,-0.84,0.43
-23.44,16.42,-12.82,-0.03,-0.84,0.28
-6.71,34.36,-4.82,-0.03,-0.91,0.28
11.96,30.76,-15.32,0.05,-0.84,0.4
25.33,1.46,-22.58,0.05,-0.87,0.58
9.89,-15.38,-14.95,-0.01,-0.92,0.61
-66.41,0.79,-5.68,-0.02,-1,0.73
-143.92,82.58,14.4,0.11,-0.83,0.7
-85.08,-41.93,-4.76,0.04,-0.48,0.63
-34.18,-6.35,-32.65,0.06,-0.51,0.73
13.61,2.2,-23.74,0.18,-0.52,0.72
22.95,-28.56,-6.59,-0.07,-0.44,0.85
34.97,-37.35,-18.49,-0.27,-0.49,0.81
0.06,-35.46,-10.07,-0.42,-0.3,0.73
3.97,0.49,16.11,-0.11,-0.58,1
-9.09,15.26,14.59,-0.25,-0.54,0.86
-13.73,39,15.01,-0.14,-0.52,0.86
-20.63,40.59,8.85,-0.03,-0.49,0.87
-27.59,36.19,0.12,0.01,-0.43,0.93
-24.17,20.39,10.01,0.14,-0.4,0.91
-23.74,7.2,17.15,0.1,-0.29,0.97
-22.52,7.08,-2.26,0.11,-0.27,0.98
-33.81,3.78,-11.66,0.12,-0.17,0.96
-31.25,12.94,-21.55,0.14,-0.09,0.98
-22.22,-4.94,-18.13,0.11,-0.04,1.01
-21.3,-6.41,-19.1,0.18,-0.02,0.97
-27.28,-14.47,-28.63,0.16,0.05,0.98
-25.21,-14.04,-48.83,0.15,0.1,1
0.98,-30.7,-44.62,-0.01,0.11,1.02
32.71,-27.53,-38.09,0.01,0.04,0.99
47.24,-16.05,-40.59,-0.09,-0.05,0.97
38.27,-35.89,-24.96,-0.03,-0.17,0.95
19.35,-30.33,-15.38,-0.28,-0.21,0.98
9.03,-10.44,-1.95,-0.24,-0.25,0.93
-2.38,1.53,2.69,-0.31,-0.25,0.95
-3.23,5.19,12.63,-0.2,-0.22,1
-5.49,14.47,7.2,-0.17,-0.19,0.97
-11.23,21,-0.61,-0.14,-0.2,1
-14.47,15.56,3.72,-0.1,-0.19,0.98
-15.69,12.76,-4.21,0,-0.15,1.03
-8.85,8.61,-9.46,-0.09,-0.08,0.98
-11.05,14.83,-15.93,-0.04,-0.07,1.03
-6.29,-4.7,-1.22,-0.08,-0.05,1
-5.8,6.1,-4.27,-0.1,-0.01,1
-12.88,-6.29,5.86,-0.03,0,1.03
-8.97,1.46,-4.58,-0.1,0.04,0.94
-8.73,8.73,-7.63,-0.02,-0.02,0.94
-7.39,-9.77,-10.44,-0.05,0.06,1.01
-1.4,-19.78,-22.64,-0.06,0.05,1.01
-0.92,-28.69,-48.22,-0.18,0.12,1.06
20.02,-37.54,-58.53,-0.21,0.11,1.05
17.76,53.47,-24.96,0.01,-0.1,0.83
13.37,29.6,69.15,-0.3,0.23,0.82
84.96,-13.43,-31.31,-0.46,0.05,1.4
14.04,52.67,-19.23,-0.34,-0.2,0.97
1.53,-13.55,-5.19,-0.28,-0.1,0.93
-8.61,13,-4.21,-0.34,-0.1,0.93
-7.93,12.15,-0.67,-0.19,-0.13,1
-9.58,12.63,-0.06,-0.16,-0.04,1
-16.3,16.17,12.39,-0.07,0.04,0.99
-3.36,13.79,-0.85,-0.09,0.03,0.98
-10.62,10.8,-6.04,-0.12,0.06,0.93
0.79,-14.4,-17.64,-0.14,-0.07,1.13
-16.42,5,1.04,-0.11,0.01,1.05
-17.7,8.97,2.56,-0.09,0.06,0.99
-20.69,9.64,1.28,-0.07,0.16,1.02
5.43,2.81,6.71,-0.03,0.19,0.94
-2.99,7.32,-7.81,-0.07,0.16,0.96
-8.36,-2.01,-4.58,-0.06,0.18,0.97
-8.67,-3.91,-8.3,-0.03,0.21,0.98
-5.92,-15.26,-16.17,-0.07,0.23,0.94
-5.8,-24.96,-23.19,-0.06,0.23,0.91
19.17,-54.2,-19.84,-0.37,-0.07,0.79
59.45,11.11,143.98,0.09,0.22,0.8
36.32,11.72,-13.12,-1.21,0,2.3
-5.37,-48.65,-11.17,0.07,0.11,1.23
-3.78,3.85,10.19,-0.08,0.14,0.87
-13.12,20.14,-0.85,0.01,0.11,1.08
-15.2,17.33,2.01,0,0.18,0.98
-0.92,13.61,-5.49,0.05,0.22,0.99
-31.8,44.19,-0.79,-0.04,0.2,0.94
46.63,-47.18,107.42,0.49,0.08,0.35
239.99,62.19,-0.43,0.06,0.09,0.65
279.24,-64.15,-163.88,-0.21,-1.21,0.64
93.93,82.95,-126.16,0.25,-1.3,0.7
-24.23,-60.06,46.51,-0.28,-1.06,0.18
-77.03,96.37,52.31,0.59,-1.23,0.52
-186.34,122.56,228.09,0.44,-1.03,0.73
-189.82,-96.07,180.48,0.1,-0.3,0.48
-98.63,-125.12,72.51,0.35,-0.05,0.62
-31.86,-79.22,2.01,0.27,0.08,0.98
30.64,-69.95,-64.88,0.08,0.29,0.9
9.22,31.56,-95.46,-0.2,0.23,1
30.82,-9.52,-59.69,0.01,0.2,1.02
21.06,-4.7,-35.28,0.02,0.06,1.02
14.59,-1.71,-24.23,-0.02,0.1,1.03
0,-2.08,-1.4,-0.02,0,0.99
-18.43,13.67,4.7,0.04,0.05,1.01
-32.23,23.01,16.78,0.01,0.21,0.9
-38.21,17.82,17.64,0.09,0.3,0.91
-28.44,18.92,5.62,0.11,0.26,0.97
-24.35,16.11,3.11,0.21,0.36,0.97
-16.17,1.16,1.71,0.24,0.37,0.92
-14.65,-6.04,-2.62,0.16,0.46,0.86
-6.35,-12.88,-6.96,0.18,0.46,0.85
-4.94,-30.09,-8.3,0.2,0.37,0.83
-5.19,-15.08,40.16,0.32,0.44,0.71
8.67,-27.77,72.57,0,0.64,0.8
71.72,13.43,36.99,-0.34,0.64,1.04
78.8,-44.86,-48.16,-0.43,-0.12,0.91
19.41,2.44,-14.59,-0.53,0.19,1.42
8.97,-13.37,-9.58,-0.12,-0.04,1.04
2.01,5.43,-11.05,-0.12,0.1,0.94
-5.07,-2.32,-3.78,-0.15,0,1
-18.07,-0.49,11.6,-0.1,0.04,1
-39.06,9.89,10.31,-0.14,0.24,0.86
-45.04,20.63,-8.48,-0.05,0.44,0.98
-43.21,13.55,-13.37,0.01,0.38,0.98
-39.79,6.84,-9.22,0.04,0.43,0.89
-14.65,5.8,-14.4,-0.05,0.49,0.9
-2.75,-5.49,-2.32,0.05,0.47,0.85
-0.18,-1.95,-10.38,0.02,0.51,0.86
2.32,-6.71,-17.94,0.02,0.49,0.87
11.72,-6.84,-42.42,0.11,0.45,0.93
26.12,-45.59,-31.56,0.18,0.11,0.62
40.34,8.36,119.63,0.18,0.47,0.64
86.85,3.72,41.38,-0.56,0.34,1.03
26.79,155.15,-44.68,0.43,-0.17,1
2.56,-2.87,-1.59,0.01,0.17,0.98
-7.02,-2.56,0.79,-0.07,0.1,1
-11.6,2.99,1.04,-0.04,0.1,1.01
-20.81,8.97,-0.37,-0.05,0.14,0.98
-33.14,18.68,-3.78,-0.04,0.25,0.92
-28.5,25.45,-8.91,0.05,0.33,0.89
-32.59,20.32,-15.08,0.22,0.34,0.95
-19.47,-3.97,-14.95,0.15,0.47,0.9
3.6,-15.14,-16.54,0.15,0.43,0.91
3.23,-33.57,-15.62,0.09,0.46,0.84
-0.98,-75.01,-16.78,0.07,0.22,0.84
-11.54,-29.54,-26.12,0.09,-0.13,0.79
-1.1,46.75,91.37,0.17,0.76,0.61
77.76,0.92,2.5,-0.43,0.13,1.07
1.28,102.11,-32.23,0.17,0.31,1.05
15.93,-30.21,1.77,-0.12,0.1,0.96
-9.77,-0.43,-10.68,-0.17,0.15,0.92
-8.3,6.23,-1.34,-0.12,0.18,0.94
-23.74,8.06,7.45,-0.06,0.17,0.97
-44.07,15.14,4.21,-0.06,0.25,0.91
-36.19,16.05,-7.75,-0.01,0.37,0.92
-15.44,-6.41,-22.4,0.05,0.44,0.94
7.51,-8.97,-12.02,0.01,0.45,0.87
3.48,-8.54,-14.53,-0.02,0.46,0.87
1.46,-20.02,-21.06,-0.02,0.44,0.89
4.76,-23.8,-35.77,0.12,0.32,1.06
5.55,53.16,-27.4,-0.14,-0.52,0.67
3.72,44.25,134.03,0.37,0.66,0.7
65.67,-50.66,110.6,-0.24,0.73,0.84
16.97,72.33,-46.88,-0.16,-0.07,1
16.42,-31.8,11.23,-0.2,0.07,0.94
-7.45,4.7,-1.65,-0.25,0.05,0.95
-15.75,9.03,-0.18,-0.17,0.09,0.95
-22.46,12.63,0.85,-0.15,0.17,0.97
-30.03,15.75,-6.84,-0.13,0.23,0.98
-21.79,10.07,-8.3,-0.08,0.22,0.98
-34.24,2.81,-7.93,-0.09,0.28,0.91
-28.99,-8.61,-18.43,-0.08,0.47,0.89
-0.06,-11.6,-16.97,-0.09,0.47,0.88
6.65,-13.43,-12.7,-0.1,0.47,0.87
8.42,-20.26,-22.71,-0.07,0.41,0.95
42.72,-20.57,-72.51,-0.12,-0.38,0.81
-17.27,73.55,109.19,0.35,0.54,0.56
84.66,-69.52,27.28,-0.71,0.23,0.98
10.44,-20.45,-85.57,-0.12,-0.04,1.38
9.83,-62.68,4.09,-0.13,0,1.01
-14.34,29.6,0.67,-0.09,0.08,0.97
-21.36,31.37,-22.95,-0.02,0.11,1.02
-39.06,14.83,-1.95,-0.05,0.16,0.99
-53.65,19.47,1.53,0.04,0.32,1.01
-39.25,10.74,-15.08,0.06,0.42,0.92
-16.54,-0.37,-4.46,0.08,0.46,0.9
-1.65,-13.73,-10.25,0.03,0.47,0.86
-4.46,-7.75,-12.94,0.01,0.47,0.87
2.99,-18.8,-8.85,0,0.49,0.86
7.75,-26.92,-21.18,0.01,0.47,0.89
29.3,-40.77,-40.41,0.12,0.28,1.1
25.63,-11.05,-14.4,0.08,-0.26,0.85
19.71,80.69,110.72,0.21,0.46,0.74
29.79,-2.93,70.5,-0.43,0.42,0.94
52.86,-108.58,-46.57,-0.82,0.1,1.21
2.93,8.54,-4.33,0.07,0.08,0.99
-13,-7.81,-0.18,-0.2,0.2,0.94
-22.95,-1.28,10.74,-0.21,0.22,0.91
-47.97,28.02,5.13,-0.1,0.24,0.92
-53.16,16.6,-3.97,-0.02,0.44,0.89
-31.01,-7.87,-21.85,-0.03,0.51,0.86
-3.78,-31.74,-19.59,-0.07,0.57,0.88
14.53,-16.36,7.32,-0.1,0.49,0.78
8.12,-14.47,-7.32,-0.08,0.48,0.88
22.77,-54.26,-20.26,-0.02,0.4,0.9
35.28,15.99,-71.35,-0.04,-0.53,1.09
-18.31,104.37,104.13,0.16,0.71,0.58
63.54,-83.98,80.87,-0.27,0.84,0.8
80.26,-33.2,30.88,-0.27,0.11,1.69
-5.07,84.11,-65.37,-0.14,0.29,0.88
11.17,-59.14,-4.39,-0.3,0.1,0.97
0.06,18.43,-13.31,0.07,0.13,0.94
-6.29,4.94,-12.27,0.04,0.17,0.99
-24.96,58.29,-8.91,0.29,0.1,0.95
-64.64,148.86,83.68,0.78,0.3,0.74
-5.86,152.65,151.92,0.9,0.79,0.57
57.92,-7.51,140.5,-0.15,0.39,0.68
110.05,110.84,9.4,0.13,0.28,0.89
93.87,207.52,-77.82,0.67,0,0.7
21.97,139.65,-75.62,1.04,0.04,0.41
3.42,47.61,-36.56,1.06,-0.06,0.25
-4.09,-26,-20.32,0.88,-0.16,0.22
6.84,-84.35,-128.23,0.6,-0.66,0.27
34.12,-262.27,-231.93,0.37,-1.02,0.39
50.72,10.38,-63.78,-0.49,-0.97,0.42
5.92,202.39,-22.46,0.2,-0.77,0.45
3.05,85.27,-37.84,0.11,-0.69,0.43
