gx,gy,gz,acx,acy,acz
20.51,41.87,-51.21,0.31,-0.91,0.47
-27.16,-83.62,-12.39,-0.02,-0.96,0.33
-68.12,44.8,57.19,-0.01,-0.98,0.16
-50.66,76.66,87.1,0,-0.84,0.12
-23.56,-26.67,51.94,0.05,-0.76,0.09
13.37,-67.81,29.3,0.06,-0.93,0.18
22.28,-63.54,39.12,0,-0.98,0.23
16.05,-14.47,35.71,0.03,-1.08,0.24
28.75,66.28,23.68,0.25,-1.16,0.28
13.18,78.55,13.92,0.38,-1.11,0.19
32.41,96.07,24.66,0.49,-0.97,-0.04
31.31,106.14,18.01,0.54,-1.01,-0.07
-9.64,86.36,45.29,0.48,-0.78,0.04
-46.81,-32.41,9.46,0.38,-1.07,-0.1
-47.36,44.98,5.62,0.24,-1.04,-0.27
-46.75,50.66,-62.44,0.05,-1.07,-0.33
-52.92,144.47,-125.55,0.08,-1.19,-0.33
-49.32,116.88,-141.11,0.24,-1.23,-0.14
2.75,65.19,-24.9,0.32,-1.09,0.01
47.85,10.25,108.76,0.48,-1.38,-0.05
107.91,20.39,219.18,0.95,-1.76,-0.38
151.86,-33.14,305.54,0.9,-1.8,-0.44
124.27,9.28,281.19,0.5,-1.29,-0.3
16.6,-200.38,156.49,-0.23,-0.08,-0.03
4.76,-60.36,37.54,-0.08,0.43,0.06
41.75,-109.99,-52,0.01,0.32,0.09
161.87,-139.77,-157.53,0.14,-0.3,0.16
326.97,-140.2,-219.18,0.57,-1.95,0.42
353.88,-100.83,-43.58,-0.59,-2.91,1.11
188.05,102.78,27.77,0.32,-1.55,0.9
20.63,-107.54,-10.5,-0.27,-0.62,0.97
-120.85,43.95,-74.95,-0.04,-1.38,0.5
-203.25,217.47,59.94,-0.09,-1.64,0.36
-87.34,162.78,204.71,0.27,-1.16,0.08
-27.83,-111.33,83.56,0.01,-0.58,0.1
57.37,-35.52,-0.73,0,-0.59,0.23
143.86,-90.03,-104.74,0.12,-1.02,0.4
130.43,-112.92,-70.56,-0.19,-1.2,0.5
70.62,19.17,-3.36,-0.01,-0.95,0.5
5.43,-3.66,-14.77,0.02,-0.86,0.36
-42.24,13.67,22.64,0.03,-0.91,0.21
-57.01,46.26,60.36,-0.08,-0.98,0.06
-18.62,77.21,59.33,0.05,-0.83,-0.02
37.54,16.17,23.19,0.18,-1.05,0.08
28.56,51.09,20.08,0.28,-1.06,0.14
7.2,51.57,33.69,0.38,-1.12,0.07
17.82,-1.89,38.21,0.26,-1.05,-0.02
24.9,52.12,31.68,0.34,-1.15,0.1
-21.73,34.61,27.53,0.47,-0.97,0.17
-70.74,0.61,-4.15,0.7,-0.78,0.08
-54.63,-78.98,-15.81,0.1,-0.86,-0.02
-15.81,28.99,-25.94,0.18,-1.07,-0.28
-11.72,132.63,-38.76,-0.09,-1.18,-0.13
-16.54,148.25,-140.5,0.11,-1.19,-0.2
-44.43,140.5,-174.38,0.33,-1.15,-0.21
13.98,17.21,-52.8,0.15,-1.13,0.18
13,132.2,55.18,0.69,-1.22,0.08
72.27,37.6,150.45,0.49,-1.68,0.01
129.7,34,247.5,1.12,-1.81,-0.63
144.41,39.92,293.46,0.69,-1.26,-0.75
181.15,-5.8,252.5,0.33,-1.08,-0.19
100.16,-52.73,139.53,0.02,-0.13,-0.12
43.58,-142.4,54.57,-0.32,0.3,0.07
47.18,-138.12,-26.37,-0.07,0.24,0.01
130.25,-132.14,-139.04,-0.07,0.02,0.01
313.29,-88.44,-404.48,1.12,-1.72,0.38
441.35,-95.21,-210.75,-0.43,-3.37,1.45
118.16,13.79,71.41,-0.12,-1.14,0.85
-25.94,34.67,-33.87,0.19,-0.6,0.98
-125.79,-7.32,-33.26,-0.12,-1.4,0.57
-164.06,196.96,159.91,-0.02,-1.56,0.39
-84.11,64.45,212.28,0.24,-1.12,0.17
-17.27,-40.47,89.78,0.05,-0.55,0.11
82.09,1.77,-27.89,0.12,-0.58,0.17
163.45,-78.43,-168.64,0.3,-1.24,0.35
127.32,-251.83,-111.02,-0.48,-1.24,0.54
70.07,230.9,-50.42,0,-1.15,0.42
-9.03,88.2,-39.55,0.43,-0.91,0.38
-19.29,-88.87,16.85,0.01,-0.86,0.26
-34.79,-4.7,77.39,0.02,-0.88,0.18
-34.24,-5.19,90.33,0,-0.84,0.18
-23.86,12.08,73,-0.01,-0.86,0.11
5.68,2.38,24.41,0.13,-0.89,0.22
28.02,-27.95,-11.41,0.16,-1.12,0.28
34.91,11.72,-1.04,0.1,-1.27,0.16
38.09,-6.23,-24.48,0.07,-1.26,0.1
42.18,-18.8,-49.8,0.07,-1.19,0.21
19.04,-3.23,-42.3,-0.04,-1.15,0.14
-3.72,63.05,-34.67,-0.15,-1.1,0
5.74,3.36,-27.53,-0.07,-1.03,-0.09
25.63,-37.48,-6.04,0.03,-0.99,-0.08
16.36,-64.21,38.88,0.01,-0.85,-0.06
-41.26,-103.94,48.16,-0.04,-1.04,0.04
-64.33,38.21,73.49,-0.09,-1.02,0
-76.78,79.41,56.88,0.13,-0.84,0.09
-63.48,22.89,-9.46,0.11,-0.74,0.13
-31.98,25.88,-80.38,0.12,-0.84,0.18
11.9,-16.85,-114.07,0.28,-1,0.33
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
