gx,gy,gz,acx,acy,acz,time
10.25,-37.05,-2.01,0.51,-0.61,0.15,28/3/2022 9:23
-15.62,40.28,9.03,0.74,-0.97,0.44,28/3/2022 9:23
-33.26,-9.16,-3.97,0.5,-0.66,0.43,28/3/2022 9:23
-12.63,-11.78,2.26,0.36,-0.6,0.19,28/3/2022 9:23
-10.31,53.16,-7.63,0.74,-0.49,0.57,28/3/2022 9:23
-1.83,4.39,11.78,0.61,-0.46,0.37,28/3/2022 9:23
54.69,69.7,5.37,0.76,-1.04,0.39,28/3/2022 9:23
-8.79,-17.52,-14.4,0.79,-0.64,0.08,28/3/2022 9:23
-8.54,-29.85,0.18,0.51,-0.63,0.23,28/3/2022 9:23
3.54,-18.43,-7.57,0.56,-0.55,0.18,28/3/2022 9:23
-3.42,35.28,-1.59,0.87,-0.89,0.48,28/3/2022 9:23
-52.12,-5.74,10.19,0.68,-0.77,0.4,28/3/2022 9:23
-21.18,-79.47,-3.48,0.31,-0.6,0.08,28/3/2022 9:23
5.8,83.92,-6.9,0.58,-0.6,0.54,28/3/2022 9:23
-0.37,-1.53,8.06,0.69,-0.45,0.39,28/3/2022 9:23
53.47,59.63,8.36,0.75,-1.1,0.28,28/3/2022 9:23
-12.94,-33.2,-5.74,0.75,-0.61,-0.03,28/3/2022 9:23
9.4,-23.56,-7.02,0.62,-0.59,0.1,28/3/2022 9:23
-16.85,20.26,5.68,0.79,-0.85,0.39,28/3/2022 9:23
-27.65,-11.96,5.49,0.49,-0.68,0.4,28/3/2022 9:23
14.4,45.96,10.19,0.51,-0.62,0.45,28/3/2022 9:23
-6.1,16.54,-4.21,0.73,-0.47,0.5,28/3/2022 9:23
19.59,9.52,20.08,0.74,-0.76,0.24,28/3/2022 9:23
-2.32,-54.32,-3.66,0.66,-0.69,0.05,28/3/2022 9:23
-35.34,5.68,10.99,0.7,-0.83,0.43,28/3/2022 9:23
-2.01,-3.48,0.98,0.33,-0.58,0.31,28/3/2022 9:23
1.89,26.37,-7.51,0.7,-0.47,0.51,28/3/2022 9:23
18.31,-6.41,18.62,0.62,-0.55,0.37,28/3/2022 9:24
54.44,78.19,-7.32,0.68,-0.94,0.48,28/3/2022 9:24
21.85,-23.25,-6.35,0.58,-0.66,0.11,28/3/2022 9:24
-35.28,21.42,8.36,0.95,-1.01,0.34,28/3/2022 9:24
-23.74,-99.85,23.5,0.25,-0.61,0.15,28/3/2022 9:24
-4.15,4.03,12.21,0.73,-0.42,0.56,28/3/2022 9:24
78.06,61.1,0.73,0.85,-0.86,0.33,28/3/2022 9:24
51.09,-22.16,0.61,0.61,-0.74,0.11,28/3/2022 9:24
11.05,-48.1,8.79,0.79,-0.74,0.21,28/3/2022 9:24
2.26,-34.24,14.71,0.67,-0.61,0.27,28/3/2022 9:24
28.02,-60.49,29.48,0.39,-0.77,0.17,28/3/2022 9:24
60.36,-63.17,7.51,0.68,-0.83,0.06,28/3/2022 9:24
29.66,-40.71,6.23,0.69,-0.79,0.28,28/3/2022 9:24
-1.83,-57.98,22.64,0.59,-0.56,0.19,28/3/2022 9:24
8.97,-101.87,34.61,0.28,-0.72,0.15,28/3/2022 9:24
25.15,19.59,5.07,0.84,-0.51,0.47,28/3/2022 9:24
21.97,-40.1,19.65,0.63,-0.55,0.29,28/3/2022 9:24
24.9,-52.49,1.04,0.74,-0.64,-0.04,28/3/2022 9:24
22.52,-26.73,-20.14,0.7,-0.64,0.14,28/3/2022 9:24
3.42,-27.59,3.54,0.63,-0.79,0.15,28/3/2022 9:24
-42.91,-2.93,6.96,0.7,-0.63,0.31,28/3/2022 9:24
18.92,9.22,8.91,0.44,-0.69,0.25,28/3/2022 9:24
5.55,-24.9,7.08,0.71,-0.48,0.35,28/3/2022 9:24
30.7,-7.69,18.43,0.58,-0.64,0.31,28/3/2022 9:24
34.24,32.65,-10.56,0.69,-0.84,0.37,28/3/2022 9:24
0.06,-52.8,1.22,0.65,-0.69,0,28/3/2022 9:24
15.87,-18.19,-8.67,0.58,-0.74,0.14,28/3/2022 9:24
-17.94,-22.4,-6.9,0.63,-0.72,0.2,28/3/2022 9:24
-41.08,25.09,5.98,0.69,-0.96,0.38,28/3/2022 9:24
-35.52,-23.56,-5.98,0.42,-0.65,0.37,28/3/2022 9:24
-20.81,-9.83,-7.08,0.29,-0.57,0.26,28/3/2022 9:24
17.52,55.36,-4.58,0.67,-0.53,0.51,28/3/2022 9:24
10.86,3.6,7.75,0.67,-0.47,0.35,28/3/2022 9:24
67.87,69.52,4.52,0.66,-1.12,0.27,28/3/2022 9:24
-10.01,-41.44,2.14,0.75,-0.7,-0.06,28/3/2022 9:24
0.92,-24.41,-10.74,0.57,-0.68,0.09,28/3/2022 9:24
-18.25,-20.75,-0.18,0.67,-0.73,0.27,28/3/2022 9:24
-31.74,6.9,8.48,0.76,-0.87,0.42,28/3/2022 9:24
-37.05,-11.05,5.43,0.5,-0.71,0.44,28/3/2022 9:24
-24.78,-66.16,-3.42,0.36,-0.52,0.18,28/3/2022 9:24
22.95,59.69,-3.42,0.56,-0.59,0.53,28/3/2022 9:24
5.55,4.39,-0.85,0.71,-0.48,0.47,28/3/2022 9:24
12.7,3.78,16.11,0.65,-0.71,0.25,28/3/2022 9:24
44.92,60.61,-6.29,0.61,-0.94,0.48,28/3/2022 9:24
-7.14,-24.41,-2.32,0.75,-0.66,0.06,28/3/2022 9:24
6.35,-13.79,-5.49,0.63,-0.65,0.14,28/3/2022 9:24
-6.71,-22.03,1.46,0.6,-0.7,0.32,28/3/2022 9:24
-12.76,23.38,4.21,0.73,-0.88,0.51,28/3/2022 9:24
-40.71,-6.1,-2.93,0.59,-0.74,0.41,28/3/2022 9:24
-24.9,-70.86,-10.62,0.37,-0.56,0.11,28/3/2022 9:24
16.48,63.96,-6.84,0.51,-0.58,0.48,28/3/2022 9:24
0.37,4.21,0.92,0.68,-0.54,0.47,28/3/2022 9:24
9.46,12.88,12.88,0.66,-0.73,0.25,28/3/2022 9:24
37.78,50.48,-4.33,0.63,-0.94,0.45,28/3/2022 9:24
-6.35,-25.27,-3.66,0.71,-0.68,0.06,28/3/2022 9:24
16.3,-11.05,-8.12,0.57,-0.74,0.19,28/3/2022 9:24
-12.76,-30.09,-1.65,0.58,-0.66,0.25,28/3/2022 9:24
-7.26,25.33,7.2,0.7,-0.86,0.46,28/3/2022 9:24
-52.73,22.22,1.83,0.85,-0.88,0.34,28/3/2022 9:24
-28.2,-74.34,-3.91,0.38,-0.6,0.18,28/3/2022 9:24
13.73,48.16,-3.05,0.33,-0.7,0.37,28/3/2022 9:24
-1.46,28.44,-4.15,0.73,-0.51,0.56,28/3/2022 9:24
3.23,0.18,13.85,0.62,-0.53,0.39,28/3/2022 9:24
28.93,43.95,11.29,0.75,-0.86,0.26,28/3/2022 9:24
15.93,33.08,-9.03,0.78,-0.7,0.25,28/3/2022 9:24
7.26,-61.52,1.28,0.63,-0.79,0.08,28/3/2022 9:24
5.43,-3.42,-13.18,0.64,-0.69,0.2,28/3/2022 9:24
-22.16,-38.27,-2.26,0.64,-0.68,0.29,28/3/2022 9:24
-17.33,32.41,2.38,0.78,-0.81,0.49,28/3/2022 9:24
-48.4,-3.36,-3.42,0.66,-0.66,0.43,28/3/2022 9:24
-24.23,-96.98,-0.73,0.33,-0.54,0.11,28/3/2022 9:24
30.03,86.61,-0.24,0.4,-0.66,0.48,28/3/2022 9:24
16.91,41.75,-8.06,0.78,-0.52,0.49,28/3/2022 9:24
11.72,-5.43,15.99,0.63,-0.59,0.36,28/3/2022 9:24
46.88,43.64,0.06,0.72,-0.93,0.34,28/3/2022 9:24
5.25,-14.59,-2.32,0.79,-0.58,0.08,28/3/2022 9:24
20.87,-58.78,9.77,0.54,-0.84,0.15,28/3/2022 9:24
-1.59,-30.4,-11.35,0.65,-0.67,0.22,28/3/2022 9:24
-15.56,1.46,-1.34,0.65,-0.79,0.3,28/3/2022 9:24
-57.25,27.59,-0.06,0.82,-0.83,0.41,28/3/2022 9:24
-22.16,-54.63,-4.58,0.47,-0.6,0.24,28/3/2022 9:24
8,19.47,-2.14,0.31,-0.62,0.34,28/3/2022 9:24
11.66,47.12,-5.92,0.66,-0.52,0.49,28/3/2022 9:24
12.76,-2.99,13,0.68,-0.55,0.41,28/3/2022 9:24
27.4,35.77,17.88,0.75,-1.01,0.25,28/3/2022 9:24
13.73,24.66,-6.16,0.73,-0.67,0.22,28/3/2022 9:24
14.1,-35.77,6.84,0.45,-0.87,0.23,28/3/2022 9:24
-10.01,-29.85,-11.23,0.69,-0.64,0.24,28/3/2022 9:24
-17.15,-13.18,-1.95,0.67,-0.7,0.43,28/3/2022 9:24
-38.88,11.78,-4.46,0.73,-0.82,0.49,28/3/2022 9:24
-28.69,-10.8,-3.3,0.47,-0.58,0.41,28/3/2022 9:24
-3.17,-33.57,-6.35,0.36,-0.59,0.23,28/3/2022 9:24
27.16,70.01,-15.87,0.58,-0.66,0.53,28/3/2022 9:24
-2.01,8.36,1.04,0.74,-0.47,0.42,28/3/2022 9:24
23.44,0.49,19.41,0.72,-0.71,0.21,28/3/2022 9:24
39.73,45.84,3.91,0.68,-0.88,0.39,28/3/2022 9:24
-4.82,-29.72,4.82,0.75,-0.65,0.12,28/3/2022 9:24
24.9,-13.43,-0.92,0.56,-0.77,0.25,28/3/2022 9:24
-19.59,-47.73,-3.85,0.59,-0.65,0.23,28/3/2022 9:24
-13.85,22.71,5.98,0.69,-0.81,0.4,28/3/2022 9:24
-45.72,38.51,2.32,0.78,-0.77,0.46,28/3/2022 9:24
-20.14,-80.81,-3.48,0.33,-0.53,0.19,28/3/2022 9:24
19.47,59.57,-0.85,0.4,-0.73,0.43,28/3/2022 9:24
0.37,41.08,-15.75,0.71,-0.51,0.47,28/3/2022 9:24
4.39,15.62,-0.31,0.7,-0.49,0.37,28/3/2022 9:24
23.5,35.71,11.78,0.83,-0.78,0.22,28/3/2022 9:24
26.49,29.36,-3.11,0.69,-0.77,0.33,28/3/2022 9:24
3.85,-60.49,7.32,0.71,-0.68,-0.01,28/3/2022 9:24
22.46,-11.05,-3.72,0.55,-0.82,0.25,28/3/2022 9:24
-23.5,-52.12,-5.43,0.7,-0.57,0.26,28/3/2022 9:24
-11.47,3.97,6.77,0.64,-0.75,0.41,28/3/2022 9:24
-37.05,40.34,-4.03,0.81,-0.86,0.42,28/3/2022 9:24
-13.55,-89.42,-0.61,0.44,-0.52,0.11,28/3/2022 9:24
23.07,30.7,8,0.36,-0.74,0.39,28/3/2022 9:24
17.46,32.1,-11.96,0.71,-0.55,0.43,28/3/2022 9:24
10.93,-10.5,10.38,0.71,-0.53,0.39,28/3/2022 9:24
29.66,13.85,20.63,0.81,-0.85,0.17,28/3/2022 9:24
28.14,9.4,0.61,0.7,-0.72,0.25,28/3/2022 9:24
19.23,-70.92,10.93,0.7,-0.66,0.04,28/3/2022 9:24
35.1,-25.02,4.39,0.57,-0.83,0.21,28/3/2022 9:24
-10.01,-56.88,-2.99,0.67,-0.65,0.26,28/3/2022 9:24
4.94,-11.72,2.26,0.65,-0.71,0.38,28/3/2022 9:24
-29.79,26.49,1.16,0.78,-0.72,0.4,28/3/2022 9:24
2.75,-28.75,3.17,0.5,-0.5,0.31,28/3/2022 9:24
19.41,-42.85,23.62,0.47,-0.73,0.18,28/3/2022 9:24
31.13,25.45,-4.21,0.68,-0.58,0.38,28/3/2022 9:24
21.91,-20.02,15.32,0.75,-0.56,0.32,28/3/2022 9:24
31.19,-19.35,27.28,0.71,-0.7,0.24,28/3/2022 9:24
41.99,6.41,12.02,0.72,-0.81,0.31,28/3/2022 9:24
20.45,-58.59,6.9,0.78,-0.58,0,28/3/2022 9:24
50.23,-52.06,8.85,0.54,-0.85,0.23,28/3/2022 9:24
8.12,-48.89,-2.75,0.68,-0.67,0.19,28/3/2022 9:24
1.1,-10.8,11.6,0.57,-0.81,0.35,28/3/2022 9:24
-19.04,28.87,-0.98,0.71,-0.74,0.37,28/3/2022 9:24
-11.17,-73.06,9.4,0.43,-0.54,0.21,28/3/2022 9:24
17.7,7.57,6.59,0.71,-0.53,0.41,28/3/2022 9:24
19.84,-10.56,15.69,0.72,-0.54,0.36,28/3/2022 9:24
26.25,-1.4,23.62,0.82,-0.67,0.21,28/3/2022 9:24
56.03,12.51,10.99,0.7,-0.82,0.32,28/3/2022 9:24
40.95,-76.6,5.43,0.73,-0.69,-0.03,28/3/2022 9:24
34.12,-62.74,-1.4,0.73,-0.66,0.08,28/3/2022 9:24
18.13,-57.98,17.76,0.64,-0.71,0.19,28/3/2022 9:24
11.54,-19.59,17.09,0.73,-0.83,0.46,28/3/2022 9:24
-4.39,-7.39,11.47,0.77,-0.64,0.37,28/3/2022 9:24
15.38,-114.44,31.62,0.48,-0.5,0.1,28/3/2022 9:24
67.38,6.53,36.74,0.45,-0.86,0.35,28/3/2022 9:24
25.63,-24.54,21.06,0.74,-0.58,0.38,28/3/2022 9:24
39.79,-35.77,19.41,0.62,-0.66,0.35,28/3/2022 9:24
24.96,4.82,18.62,0.75,-0.82,0.18,28/3/2022 9:24
25.88,-22.28,2.69,0.68,-0.64,0.11,28/3/2022 9:24
37.48,-38.94,0.67,0.62,-0.82,0.08,28/3/2022 9:24
6.23,-25.57,-11.6,0.69,-0.69,0.2,28/3/2022 9:24
3.66,-4.27,1.95,0.66,-0.67,0.3,28/3/2022 9:24
-7.02,29.42,3.78,0.82,-0.86,0.39,28/3/2022 9:24
-8.67,-70.01,5.25,0.53,-0.56,0.15,28/3/2022 9:24
19.41,-11.17,14.77,0.31,-0.87,0.25,28/3/2022 9:24
2.75,15.14,3.91,0.71,-0.53,0.44,28/3/2022 9:24
9.03,-18.25,13.61,0.67,-0.57,0.35,28/3/2022 9:24
21.73,22.89,16.24,0.84,-0.8,0.19,28/3/2022 9:24
-8.79,-67.87,-3.48,0.71,-0.7,0.02,28/3/2022 9:24
13.85,-15.5,-7.02,0.47,-0.77,0.26,28/3/2022 9:24
-15.38,-39.73,-4.58,0.56,-0.61,0.33,28/3/2022 9:24
-1.71,36.5,2.75,0.64,-0.82,0.47,28/3/2022 9:24
-28.99,20.39,-3.42,0.6,-0.73,0.45,28/3/2022 9:24
-7.69,-81.3,4.46,0.34,-0.63,0.13,28/3/2022 9:24
23.8,73.36,1.16,0.38,-0.74,0.44,28/3/2022 9:24
-12.08,43.27,-1.46,0.73,-0.5,0.49,28/3/2022 9:24
-2.56,21.79,19.17,0.75,-0.71,0.24,28/3/2022 9:24
35.03,38.02,-5.13,0.63,-0.97,0.43,28/3/2022 9:24
-16.54,-42.85,-4.52,0.74,-0.7,0.03,28/3/2022 9:24
1.22,-14.28,-14.71,0.63,-0.59,0.18,28/3/2022 9:24
-8.42,-26.12,-0.31,0.65,-0.75,0.32,28/3/2022 9:24
-28.38,-30.82,-0.24,0.47,-0.65,0.43,28/3/2022 9:24
-10.74,-33.33,3.54,0.25,-0.59,0.34,28/3/2022 9:24
23.13,76.11,-7.26,0.53,-0.51,0.54,28/3/2022 9:24
1.65,22.64,4.58,0.78,-0.42,0.49,28/3/2022 9:24
46.51,37.9,13.18,0.59,-1.05,0.42,28/3/2022 9:24
-2.75,-22.28,-4.64,0.81,-0.67,0.24,28/3/2022 9:24
-4.88,-49.5,-5.07,0.52,-0.67,0.25,28/3/2022 9:24
-6.16,8.91,-7.87,0.59,-0.71,0.48,28/3/2022 9:24
-33.87,20.94,-4.09,0.77,-0.93,0.69,28/3/2022 9:24
-25.94,-52.31,-4.09,0.43,-0.54,0.36,28/3/2022 9:24
7.51,22.28,-3.97,0.18,-0.64,0.46,28/3/2022 9:24
7.63,66.83,-19.23,0.57,-0.47,0.66,28/3/2022 9:24
-6.96,15.87,6.84,0.67,-0.35,0.54,28/3/2022 9:24
56.7,44.19,30.03,0.65,-1.07,0.51,28/3/2022 9:24
8.67,14.16,-5.55,0.75,-0.67,0.25,28/3/2022 9:24
4.94,-22.89,-4.21,0.48,-0.76,0.28,28/3/2022 9:24
-4.58,-21.97,-11.35,0.66,-0.59,0.34,28/3/2022 9:24
-20.81,7.87,1.53,0.63,-0.83,0.53,28/3/2022 9:24
-38.45,36.01,-12.15,0.78,-0.71,0.52,28/3/2022 9:24
-15.75,-83.68,-3.23,0.33,-0.56,0.24,28/3/2022 9:24
7.81,54.08,-11.66,0.36,-0.6,0.54,28/3/2022 9:24
0.98,43.76,-11.47,0.65,-0.39,0.5,28/3/2022 9:24
20.2,19.47,17.4,0.76,-0.63,0.4,28/3/2022 9:24
40.71,26.43,2.75,0.6,-0.91,0.45,28/3/2022 9:24
-1.4,-49.07,4.39,0.63,-0.78,0.17,28/3/2022 9:24
3.17,-28.2,-6.04,0.58,-0.62,0.24,28/3/2022 9:24
-16.6,-3.78,-3.36,0.65,-0.78,0.5,28/3/2022 9:24
-10.68,-31.43,-14.04,0.49,-0.48,0.36,28/3/2022 9:24
20.57,27.28,-1.1,0.33,-0.74,0.49,28/3/2022 9:24
-0.12,34.91,-16.05,0.59,-0.54,0.53,28/3/2022 9:24
16.97,6.41,18.55,0.66,-0.56,0.37,28/3/2022 9:24
35.58,37.11,2.5,0.59,-0.86,0.36,28/3/2022 9:24
0.31,-37.11,9.83,0.62,-0.79,0.23,28/3/2022 9:24
3.05,-23.93,0.12,0.7,-0.63,0.27,28/3/2022 9:24
-26.18,-50.42,6.1,0.59,-0.68,0.33,28/3/2022 9:24
-28.32,23.93,-14.95,0.72,-0.71,0.53,28/3/2022 9:24
-11.41,-68.66,-3.66,0.22,-0.59,0.18,28/3/2022 9:24
8.18,61.83,-25.02,0.53,-0.6,0.53,28/3/2022 9:24
-9.64,21.67,-5.74,0.72,-0.39,0.5,28/3/2022 9:24
9.89,12.21,20.75,0.77,-0.69,0.32,28/3/2022 9:24
24.78,17.33,-4.39,0.7,-0.7,0.28,28/3/2022 9:24
11.47,-36.38,6.53,0.55,-0.76,0.29,28/3/2022 9:24
-21.79,-67.99,7.87,0.58,-0.65,0.38,28/3/2022 9:24
-19.17,27.28,-1.04,0.62,-0.83,0.6,28/3/2022 9:24
-28.26,14.22,-15.14,0.51,-0.57,0.58,28/3/2022 9:24
11.6,12.08,-4.27,0.25,-0.68,0.38,28/3/2022 9:24
3.11,54.38,-22.28,0.55,-0.55,0.52,28/3/2022 9:24
-3.97,19.9,1.4,0.69,-0.44,0.56,28/3/2022 9:24
19.41,18.19,17.46,0.73,-0.8,0.36,28/3/2022 9:24
21.55,38.64,-0.79,0.65,-0.73,0.29,28/3/2022 9:24
14.04,-24.96,8.12,0.59,-0.81,0.28,28/3/2022 9:24
-6.1,-36.5,-4.46,0.7,-0.62,0.3,28/3/2022 9:24
-15.08,-14.95,-1.28,0.58,-0.67,0.4,28/3/2022 9:24
-37.66,33.94,-3.42,0.82,-0.86,0.64,28/3/2022 9:24
-17.46,-74.58,-5.92,0.44,-0.51,0.23,28/3/2022 9:24
2.5,11.54,-5,0.27,-0.71,0.4,28/3/2022 9:24
9.16,63.35,-29.54,0.64,-0.46,0.52,28/3/2022 9:24
3.23,7.08,14.22,0.7,-0.47,0.46,28/3/2022 9:24
46.81,42.05,7.08,0.62,-0.86,0.44,28/3/2022 9:24
17.15,-57.25,15.75,0.7,-0.78,0.19,28/3/2022 9:24
2.44,-54.14,-0.31,0.7,-0.58,0.16,28/3/2022 9:24
0.98,23.62,2.75,0.77,-0.74,0.46,28/3/2022 9:24
-15.75,-36.19,-1.95,0.51,-0.58,0.39,28/3/2022 9:24
-22.28,-88.32,10.8,0.19,-0.56,0.19,28/3/2022 9:24
34.12,86.55,-11.17,0.48,-0.69,0.53,28/3/2022 9:24
5.49,34.42,-4.09,0.78,-0.38,0.52,28/3/2022 9:24
20.32,0.98,35.77,0.76,-0.57,0.27,28/3/2022 9:24
69.03,32.41,17.4,0.65,-0.96,0.34,28/3/2022 9:24
32.29,-39,-4.03,0.87,-0.57,0.04,28/3/2022 9:24
41.38,-71.66,11.78,0.63,-0.83,0.15,28/3/2022 9:24
6.9,-73.67,2.26,0.7,-0.62,0.18,28/3/2022 9:24
-1.89,-31.98,5.98,0.72,-0.8,0.35,28/3/2022 9:24
-40.34,-10.25,2.93,0.73,-0.79,0.5,28/3/2022 9:24
-7.45,-68.97,18.68,0.46,-0.45,0.3,28/3/2022 9:24
40.65,30.09,17.82,0.46,-0.64,0.49,28/3/2022 9:24
41.5,6.59,7.93,0.74,-0.5,0.51,28/3/2022 9:24
36.62,-36.07,27.16,0.7,-0.51,0.37,28/3/2022 9:24
44.68,5.68,35.03,0.75,-0.66,0.2,28/3/2022 9:24
54.81,-20.87,1.1,0.84,-0.63,0.17,28/3/2022 9:24
54.38,-94.18,18.25,0.67,-0.83,0.12,28/3/2022 9:24
28.38,-83.86,12.27,0.77,-0.62,0.12,28/3/2022 9:24
21.06,-60,24.23,0.63,-0.74,0.31,28/3/2022 9:24
1.46,-7.75,4.21,0.79,-0.67,0.43,28/3/2022 9:24
27.65,-70.37,43.21,0.54,-0.59,0.26,28/3/2022 9:24
31.49,-26.79,44.86,0.4,-0.77,0.21,28/3/2022 9:24
40.47,10.13,24.48,0.78,-0.58,0.48,28/3/2022 9:24
36.99,-39,26.67,0.65,-0.51,0.35,28/3/2022 9:24
56.64,1.46,18.19,0.75,-0.75,0.24,28/3/2022 9:24
50.29,-51.33,7.69,0.71,-0.73,0.02,28/3/2022 9:24
37.78,-37.96,-6.04,0.73,-0.61,0.1,28/3/2022 9:24
25.09,-39.79,-1.59,0.75,-0.72,0.18,28/3/2022 9:24
-1.53,-20.57,-2.5,0.78,-0.98,0.41,28/3/2022 9:24
-33.14,-39.06,7.93,0.55,-0.53,0.3,28/3/2022 9:24
-13.24,-77.64,18.13,0.27,-0.61,0.24,28/3/2022 9:24
31.8,35.28,-0.37,0.59,-0.59,0.56,28/3/2022 9:24
9.83,-43.46,11.23,0.58,-0.46,0.46,28/3/2022 9:24
31.74,27.4,28.93,0.52,-0.67,0.34,28/3/2022 9:24
57.25,82.46,6.29,0.69,-1.06,0.48,28/3/2022 9:24
4.94,-64.33,-0.18,0.67,-0.72,0.07,28/3/2022 9:24
20.02,-25.33,-3.36,0.56,-0.72,0.1,28/3/2022 9:24
-6.9,-1.22,-4.27,0.64,-0.76,0.3,28/3/2022 9:24
-28.93,15.75,4.09,0.86,-0.89,0.47,28/3/2022 9:24
-28.93,-60.42,-2.08,0.47,-0.53,0.39,28/3/2022 9:24
-10.93,-38.21,12.94,0.25,-0.62,0.26,28/3/2022 9:24
18.25,52.25,-5.98,0.57,-0.52,0.55,28/3/2022 9:24
-3.78,9.03,8,0.65,-0.45,0.49,28/3/2022 9:24
24.6,48.4,16.6,0.83,-0.75,0.29,28/3/2022 9:24
